COMPOUND_ID,SMILES,ensemble_prediction,prediction,prediction_std,n_models,individual_predictions,ensemble_agreement,reliability_status,decision_scenario,decision_scenario_description,recommended_action,reliability_confidence,reliability_fragments_total,reliability_fragments_consistent,reliability_consistency_pct,reliability_avg_attribution,xai_method,xai_failure_reason,murcko_substructure_0_attribution,murcko_substructure_1_attribution,murcko_substructure_2_attribution,murcko_substructure_3_attribution,murcko_substructure_4_attribution,murcko_substructure_5_attribution,murcko_substructure_6_attribution,murcko_substructure_7_attribution,murcko_substructure_8_attribution,murcko_substructure_9_attribution,murcko_substructure_10_attribution,murcko_substructure_11_attribution,murcko_substructure_12_attribution,murcko_substructure_13_attribution,murcko_substructure_14_attribution,murcko_substructure_15_attribution,murcko_substructure_16_attribution,murcko_substructure_0_smiles,murcko_substructure_1_smiles,murcko_substructure_2_smiles,murcko_substructure_3_smiles,murcko_substructure_4_smiles,murcko_substructure_5_smiles,murcko_substructure_6_smiles,murcko_substructure_7_smiles,murcko_substructure_8_smiles,murcko_substructure_9_smiles,murcko_substructure_10_smiles,murcko_substructure_11_smiles,murcko_substructure_12_smiles,murcko_substructure_13_smiles,murcko_substructure_14_smiles,murcko_substructure_15_smiles,murcko_substructure_16_smiles,murcko_substituent_0_0_smiles,murcko_substituent_0_0_context,murcko_substituent_0_0_attribution,murcko_substituent_0_1_smiles,murcko_substituent_0_1_context,murcko_substituent_0_1_attribution,murcko_substituent_0_2_smiles,murcko_substituent_0_2_context,murcko_substituent_0_2_attribution,murcko_substituent_0_3_smiles,murcko_substituent_0_3_context,murcko_substituent_0_3_attribution,murcko_substituent_1_0_smiles,murcko_substituent_1_0_context,murcko_substituent_1_0_attribution,murcko_substituent_1_1_smiles,murcko_substituent_1_1_context,murcko_substituent_1_1_attribution,murcko_substituent_1_2_smiles,murcko_substituent_1_2_context,murcko_substituent_1_2_attribution,murcko_substituent_1_3_smiles,murcko_substituent_1_3_context,murcko_substituent_1_3_attribution,murcko_substituent_2_0_smiles,murcko_substituent_2_0_context,murcko_substituent_2_0_attribution,murcko_substituent_2_1_smiles,murcko_substituent_2_1_context,murcko_substituent_2_1_attribution,murcko_substituent_2_2_smiles,murcko_substituent_2_2_context,murcko_substituent_2_2_attribution,murcko_substituent_2_3_smiles,murcko_substituent_2_3_context,murcko_substituent_2_3_attribution,murcko_substituent_3_0_smiles,murcko_substituent_3_0_context,murcko_substituent_3_0_attribution,murcko_substituent_3_1_smiles,murcko_substituent_3_1_context,murcko_substituent_3_1_attribution,murcko_substituent_3_2_smiles,murcko_substituent_3_2_context,murcko_substituent_3_2_attribution,murcko_substituent_3_3_smiles,murcko_substituent_3_3_context,murcko_substituent_3_3_attribution,murcko_substituent_3_4_smiles,murcko_substituent_3_4_context,murcko_substituent_3_4_attribution,murcko_substituent_3_5_smiles,murcko_substituent_3_5_context,murcko_substituent_3_5_attribution,murcko_substituent_4_0_smiles,murcko_substituent_4_0_context,murcko_substituent_4_0_attribution,murcko_substituent_4_1_smiles,murcko_substituent_4_1_context,murcko_substituent_4_1_attribution,murcko_substituent_4_2_smiles,murcko_substituent_4_2_context,murcko_substituent_4_2_attribution,murcko_substituent_4_3_smiles,murcko_substituent_4_3_context,murcko_substituent_4_3_attribution,murcko_substituent_5_0_smiles,murcko_substituent_5_0_context,murcko_substituent_5_0_attribution,murcko_substituent_5_1_smiles,murcko_substituent_5_1_context,murcko_substituent_5_1_attribution,murcko_substituent_5_2_smiles,murcko_substituent_5_2_context,murcko_substituent_5_2_attribution,murcko_substituent_5_3_smiles,murcko_substituent_5_3_context,murcko_substituent_5_3_attribution,murcko_substituent_6_0_smiles,murcko_substituent_6_0_context,murcko_substituent_6_0_attribution,murcko_substituent_6_1_smiles,murcko_substituent_6_1_context,murcko_substituent_6_1_attribution,murcko_substituent_6_2_smiles,murcko_substituent_6_2_context,murcko_substituent_6_2_attribution,murcko_substituent_6_3_smiles,murcko_substituent_6_3_context,murcko_substituent_6_3_attribution,murcko_substituent_7_0_smiles,murcko_substituent_7_0_context,murcko_substituent_7_0_attribution,murcko_substituent_7_1_smiles,murcko_substituent_7_1_context,murcko_substituent_7_1_attribution,murcko_substituent_7_2_smiles,murcko_substituent_7_2_context,murcko_substituent_7_2_attribution,murcko_substituent_7_3_smiles,murcko_substituent_7_3_context,murcko_substituent_7_3_attribution,murcko_substituent_8_0_smiles,murcko_substituent_8_0_context,murcko_substituent_8_0_attribution,murcko_substituent_8_1_smiles,murcko_substituent_8_1_context,murcko_substituent_8_1_attribution,murcko_substituent_8_2_smiles,murcko_substituent_8_2_context,murcko_substituent_8_2_attribution,murcko_substituent_8_3_smiles,murcko_substituent_8_3_context,murcko_substituent_8_3_attribution,murcko_substituent_9_0_smiles,murcko_substituent_9_0_context,murcko_substituent_9_0_attribution,murcko_substituent_9_1_smiles,murcko_substituent_9_1_context,murcko_substituent_9_1_attribution,murcko_substituent_9_2_smiles,murcko_substituent_9_2_context,murcko_substituent_9_2_attribution,murcko_substituent_9_3_smiles,murcko_substituent_9_3_context,murcko_substituent_9_3_attribution,max_sim_CA_all,max_sim_CA_active,max_sim_CA_inactive
CMPD_409,CC[C:1](=O)[NH:5]/N=C(/C)c1c(O)ccc2c(C)cc(=O)oc12,0.0596462555229663,0,0.0228208197309854,5,"[0.04142976552248001, 0.034433282911777496, 0.04897574707865715, 0.0812578871846199, 0.09213459491729736]",HIGH,HIGH,A,HIGH Agreement + HIGH Reliability,Trust + Use explanation for SAR,MODERATE,3.0,2.0,66.66666666666666,-0.3751933035282726,murcko,,-0.7615939711001893,-0.3744159545402007,0.0104300150555721,,,,,,,,,,,,,,,C1=CC=CC=C1,C1=CCOC=C1,C1=CC2=C(C=C1)OCC=C2,,,,,,,,,,,,,,,C\C=N\[NH-5][C-1](=O)CC,aromatic,-0.3807969855500946,O,aromatic,-0.3807969855500946,CC-C-C(=O)-O,aromatic,-0.3807969855500946,,,,C-C-C(O)-C/C(C)=N\[NH-5][C-1](=O)CC,aromatic,-0.1872079772701003,C,aromatic,-0.1872079772701003,O,aromatic,-0.1872079772701003,,,,C\C=N\[NH-5][C-1](=O)CC,aromatic,0.005215007527786,O,aromatic,0.005215007527786,C,aromatic,0.005215007527786,O,aromatic,0.005215007527786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6415094339622641,0.6415094339622641,0.4915254237288136
