COMPOUND_ID,SMILES,ensemble_prediction,prediction,prediction_std,n_models,individual_predictions,ensemble_agreement,reliability_status,decision_scenario,decision_scenario_description,recommended_action,reliability_confidence,reliability_fragments_total,reliability_fragments_consistent,reliability_consistency_pct,reliability_avg_attribution,xai_method,xai_failure_reason,murcko_substructure_0_attribution,murcko_substructure_1_attribution,murcko_substructure_2_attribution,murcko_substructure_3_attribution,murcko_substructure_4_attribution,murcko_substructure_5_attribution,murcko_substructure_6_attribution,murcko_substructure_7_attribution,murcko_substructure_8_attribution,murcko_substructure_9_attribution,murcko_substructure_10_attribution,murcko_substructure_11_attribution,murcko_substructure_12_attribution,murcko_substructure_13_attribution,murcko_substructure_14_attribution,murcko_substructure_15_attribution,murcko_substructure_16_attribution,murcko_substructure_0_smiles,murcko_substructure_1_smiles,murcko_substructure_2_smiles,murcko_substructure_3_smiles,murcko_substructure_4_smiles,murcko_substructure_5_smiles,murcko_substructure_6_smiles,murcko_substructure_7_smiles,murcko_substructure_8_smiles,murcko_substructure_9_smiles,murcko_substructure_10_smiles,murcko_substructure_11_smiles,murcko_substructure_12_smiles,murcko_substructure_13_smiles,murcko_substructure_14_smiles,murcko_substructure_15_smiles,murcko_substructure_16_smiles,murcko_substituent_0_0_smiles,murcko_substituent_0_0_context,murcko_substituent_0_0_attribution,murcko_substituent_0_1_smiles,murcko_substituent_0_1_context,murcko_substituent_0_1_attribution,murcko_substituent_0_2_smiles,murcko_substituent_0_2_context,murcko_substituent_0_2_attribution,murcko_substituent_0_3_smiles,murcko_substituent_0_3_context,murcko_substituent_0_3_attribution,murcko_substituent_1_0_smiles,murcko_substituent_1_0_context,murcko_substituent_1_0_attribution,murcko_substituent_1_1_smiles,murcko_substituent_1_1_context,murcko_substituent_1_1_attribution,murcko_substituent_1_2_smiles,murcko_substituent_1_2_context,murcko_substituent_1_2_attribution,murcko_substituent_1_3_smiles,murcko_substituent_1_3_context,murcko_substituent_1_3_attribution,murcko_substituent_2_0_smiles,murcko_substituent_2_0_context,murcko_substituent_2_0_attribution,murcko_substituent_2_1_smiles,murcko_substituent_2_1_context,murcko_substituent_2_1_attribution,murcko_substituent_2_2_smiles,murcko_substituent_2_2_context,murcko_substituent_2_2_attribution,murcko_substituent_2_3_smiles,murcko_substituent_2_3_context,murcko_substituent_2_3_attribution,murcko_substituent_3_0_smiles,murcko_substituent_3_0_context,murcko_substituent_3_0_attribution,murcko_substituent_3_1_smiles,murcko_substituent_3_1_context,murcko_substituent_3_1_attribution,murcko_substituent_3_2_smiles,murcko_substituent_3_2_context,murcko_substituent_3_2_attribution,murcko_substituent_3_3_smiles,murcko_substituent_3_3_context,murcko_substituent_3_3_attribution,murcko_substituent_3_4_smiles,murcko_substituent_3_4_context,murcko_substituent_3_4_attribution,murcko_substituent_3_5_smiles,murcko_substituent_3_5_context,murcko_substituent_3_5_attribution,murcko_substituent_4_0_smiles,murcko_substituent_4_0_context,murcko_substituent_4_0_attribution,murcko_substituent_4_1_smiles,murcko_substituent_4_1_context,murcko_substituent_4_1_attribution,murcko_substituent_4_2_smiles,murcko_substituent_4_2_context,murcko_substituent_4_2_attribution,murcko_substituent_4_3_smiles,murcko_substituent_4_3_context,murcko_substituent_4_3_attribution,murcko_substituent_5_0_smiles,murcko_substituent_5_0_context,murcko_substituent_5_0_attribution,murcko_substituent_5_1_smiles,murcko_substituent_5_1_context,murcko_substituent_5_1_attribution,murcko_substituent_5_2_smiles,murcko_substituent_5_2_context,murcko_substituent_5_2_attribution,murcko_substituent_5_3_smiles,murcko_substituent_5_3_context,murcko_substituent_5_3_attribution,murcko_substituent_6_0_smiles,murcko_substituent_6_0_context,murcko_substituent_6_0_attribution,murcko_substituent_6_1_smiles,murcko_substituent_6_1_context,murcko_substituent_6_1_attribution,murcko_substituent_6_2_smiles,murcko_substituent_6_2_context,murcko_substituent_6_2_attribution,murcko_substituent_6_3_smiles,murcko_substituent_6_3_context,murcko_substituent_6_3_attribution,murcko_substituent_7_0_smiles,murcko_substituent_7_0_context,murcko_substituent_7_0_attribution,murcko_substituent_7_1_smiles,murcko_substituent_7_1_context,murcko_substituent_7_1_attribution,murcko_substituent_7_2_smiles,murcko_substituent_7_2_context,murcko_substituent_7_2_attribution,murcko_substituent_7_3_smiles,murcko_substituent_7_3_context,murcko_substituent_7_3_attribution,murcko_substituent_8_0_smiles,murcko_substituent_8_0_context,murcko_substituent_8_0_attribution,murcko_substituent_8_1_smiles,murcko_substituent_8_1_context,murcko_substituent_8_1_attribution,murcko_substituent_8_2_smiles,murcko_substituent_8_2_context,murcko_substituent_8_2_attribution,murcko_substituent_8_3_smiles,murcko_substituent_8_3_context,murcko_substituent_8_3_attribution,murcko_substituent_9_0_smiles,murcko_substituent_9_0_context,murcko_substituent_9_0_attribution,murcko_substituent_9_1_smiles,murcko_substituent_9_1_context,murcko_substituent_9_1_attribution,murcko_substituent_9_2_smiles,murcko_substituent_9_2_context,murcko_substituent_9_2_attribution,murcko_substituent_9_3_smiles,murcko_substituent_9_3_context,murcko_substituent_9_3_attribution,max_sim_CA_all,max_sim_CA_active,max_sim_CA_inactive
CMPD_644,COc1ccccc1[NH:5][C:1](=O)CS,0.1544685948640108,0,0.2863863773401738,5,"[0.0052834912203252316, 0.015950804576277733, 0.006829001475125551, 0.017116302624344826, 0.7271633744239807]",LOW,LOW,D,LOW Agreement + LOW Reliability,Full experimental validation required,LOW,1.0,0.0,0.0,0.7615916638733277,murcko,,0.7615916638733277,,,,,,,,,,,,,,,,,C1=CC=CC=C1,,,,,,,,,,,,,,,,,CO,aromatic,0.3807958319366638,O=[C-1](CS)[NH-5],aromatic,0.3807958319366638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5333333333333333,0.525,0.5333333333333333
CMPD_647,COc1ccccc1[NH:5][C:1](C)=O,0.3585477031767368,0,0.2282163491539927,5,"[0.17278297245502472, 0.05325872078537941, 0.4342299997806549, 0.42356404662132263, 0.7089027762413025]",LOW,LOW,D,LOW Agreement + LOW Reliability,Full experimental validation required,LOW,1.0,0.0,0.0,0.7615930450768673,murcko,,0.7615930450768673,,,,,,,,,,,,,,,,,C1=CC=CC=C1,,,,,,,,,,,,,,,,,CO,aromatic,0.3807965225384336,C[C-1](=O)[NH-5],aromatic,0.3807965225384336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5833333333333334,0.5833333333333334,0.5675675675675675
CMPD_646,Cc1ccccc1[NH:5][C:1](=O)CS,0.1324302380904555,0,0.2459649637958471,5,"[0.006190528627485037, 0.014221998862922192, 0.004992506001144648, 0.012436557561159134, 0.6243095993995667]",LOW,HIGH,C,LOW Agreement + HIGH Reliability,"Investigate prediction uncertainty, trust mechanism",HIGH,1.0,1.0,100.0,-0.7615911351127875,murcko,,-0.7615911351127875,,,,,,,,,,,,,,,,,C1=CC=CC=C1,,,,,,,,,,,,,,,,,C,aromatic,-0.3807955675563937,O=[C-1](CS)[NH-5],aromatic,-0.3807955675563937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.525,0.4864864864864865,0.525
CMPD_649,CCCCCCCC[NH:5][C:1](=O)CS,0.1547698371112346,0,0.2204284604885346,5,"[0.011418989859521389, 0.11163129657506943, 0.01426148135215044, 0.046858713030815125, 0.5896787047386169]",,,,,,,,,,,None - No ring systems,Murcko requires aromatic/aliphatic rings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6333333333333333,0.5625,0.6333333333333333
CMPD_650,O=[C:1](CS)[NH:5]c1ccc(C(F)(F)F)cc1,0.1073077601380646,0,0.1910569836749441,5,"[0.006156702060252428, 0.015488088130950928, 0.010712368413805962, 0.01481826975941658, 0.4893633723258972]",LOW,LOW,D,LOW Agreement + LOW Reliability,Full experimental validation required,LOW,1.0,0.0,0.0,0.7615924542354988,murcko,,0.7615924542354988,,,,,,,,,,,,,,,,,C1=CC=CC=C1,,,,,,,,,,,,,,,,,O=[C-1](CS)[NH-5],aromatic,0.3807962271177494,FC(F)F,aromatic,0.3807962271177494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5428571428571428,0.5,0.5428571428571428
CMPD_653,O=[C:1](CS)[NH:5]/N=C/c1cccs1,0.1613366569392383,0,0.3010364264378926,5,"[0.004427419509738684, 0.02291303128004074, 0.010297302156686783, 0.005777418613433838, 0.7632681131362915]",LOW,LOW,D,LOW Agreement + LOW Reliability,Full experimental validation required,LOW,1.0,0.0,0.0,0.7615934139510919,murcko,,0.7615934139510919,,,,,,,,,,,,,,,,,C1=CSC=C1,,,,,,,,,,,,,,,,,C=N/[NH-5][C-1](=O)CS,aromatic,0.3807967069755459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5094339622641509,0.38,0.5094339622641509
CMPD_654,C[C:1](=O)[NH:5]S(=O)(=O)c1ccccc1,0.0168080976232886,0,0.0110528456196425,5,"[0.005460074637085199, 0.03495226055383682, 0.007233352866023779, 0.012844706885516644, 0.023550093173980713]",HIGH,HIGH,A,HIGH Agreement + HIGH Reliability,Trust + Use explanation for SAR,HIGH,1.0,1.0,100.0,-0.7615932118385709,murcko,,-0.7615932118385709,,,,,,,,,,,,,,,,,C1=CC=CC=C1,,,,,,,,,,,,,,,,,C[C-1](=O)[NH-5]S(=O)=O,aromatic,-0.3807966059192854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6551724137931034,0.38,0.6551724137931034
CMPD_658,C[C:1](=O)[NH:5]c1ccc(C(F)(F)F)cc1,0.3269706055521965,0,0.1790932046932419,5,"[0.26979368925094604, 0.08728692680597305, 0.6143999099731445, 0.423866331577301, 0.23950617015361786]",LOW,LOW,D,LOW Agreement + LOW Reliability,Full experimental validation required,LOW,1.0,0.0,0.0,0.7615936209672642,murcko,,0.7615936209672642,,,,,,,,,,,,,,,,,C1=CC=CC=C1,,,,,,,,,,,,,,,,,C[C-1](=O)[NH-5],aromatic,0.3807968104836321,FC(F)F,aromatic,0.3807968104836321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.59375,0.5428571428571428,0.59375
CMPD_659,C[C:1](=O)[NH:5]Cc1ccc(F)cc1,0.3340798258781433,0,0.1041327995041608,5,"[0.15505659580230713, 0.35072416067123413, 0.462902694940567, 0.3022085130214691, 0.39950716495513916]",LOW,LOW,D,LOW Agreement + LOW Reliability,Full experimental validation required,LOW,1.0,0.0,0.0,0.7615938326141427,murcko,,0.7615938326141427,,,,,,,,,,,,,,,,,C1=CC=CC=C1,,,,,,,,,,,,,,,,,C[C-1](=O)[NH-5]C,aromatic,0.3807969163070713,F,aromatic,0.3807969163070713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5588235294117647,0.4473684210526316,0.5588235294117647
CMPD_660,Cc1nc(N)sc1[C:1](=O)[NH:5]C,0.0508058246225118,0,0.0328664654103687,5,"[0.1146993562579155, 0.028052281588315964, 0.04702842980623245, 0.03878280147910118, 0.025466253980994225]",HIGH,LOW,B,HIGH Agreement + LOW Reliability,"Trust prediction, validate mechanism experimentally",LOW,1.0,0.0,0.0,0.761592269810148,murcko,,0.761592269810148,,,,,,,,,,,,,,,,,C1=CSC=N1,,,,,,,,,,,,,,,,,C,aromatic,0.380796134905074,N,aromatic,0.380796134905074,C[NH-5][C-1]=O,aromatic,0.380796134905074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5789473684210527,0.3695652173913043,0.5789473684210527
CMPD_681,Cc1nc(N)sc1[C:1](=O)[NH:5]CN,0.0376436784863472,0,0.0146891601846904,5,"[0.0514075830578804, 0.03064987249672413, 0.0574040412902832, 0.03138180822134018, 0.01737508736550808]",HIGH,LOW,B,HIGH Agreement + LOW Reliability,"Trust prediction, validate mechanism experimentally",LOW,1.0,0.0,0.0,0.7615937382766597,murcko,,0.7615937382766597,,,,,,,,,,,,,,,,,C1=CSC=N1,,,,,,,,,,,,,,,,,C,aromatic,0.3807968691383298,N,aromatic,0.3807968691383298,NC[NH-5][C-1]=O,aromatic,0.3807968691383298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5238095238095238,0.3673469387755102,0.5238095238095238
CMPD_683,Cc1nc(N)sc1[C:1](=O)[NH:5]N,0.1128590047359466,0,0.1029031626424841,5,"[0.2973449230194092, 0.03447675704956055, 0.04947476089000702, 0.15409496426582336, 0.028903618454933167]",HIGH,LOW,B,HIGH Agreement + LOW Reliability,"Trust prediction, validate mechanism experimentally",LOW,1.0,0.0,0.0,0.7615938766370778,murcko,,0.7615938766370778,,,,,,,,,,,,,,,,,C1=CSC=N1,,,,,,,,,,,,,,,,,C,aromatic,0.3807969383185389,N,aromatic,0.3807969383185389,N[NH-5][C-1]=O,aromatic,0.3807969383185389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5641025641025641,0.4883720930232558,0.5641025641025641
CMPD_682,Cc1nc(N)sc1[C:1](=O)[NH:5][SH](=O)=O,0.0468984223902225,0,0.031289032797816,5,"[0.03426731750369072, 0.01873593032360077, 0.06405724585056305, 0.09975615888834, 0.017675459384918213]",HIGH,LOW,B,HIGH Agreement + LOW Reliability,"Trust prediction, validate mechanism experimentally",LOW,1.0,0.0,0.0,0.7615919222767288,murcko,,0.7615919222767288,,,,,,,,,,,,,,,,,C1=CSC=N1,,,,,,,,,,,,,,,,,C,aromatic,0.3807959611383644,N,aromatic,0.3807959611383644,O=[SH](=O)[NH-5][C-1]=O,aromatic,0.3807959611383644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5238095238095238,0.34,0.5238095238095238
CMPD_689,CC(C)C[NH:5][C:1](C)=O,0.1209514271467924,0,0.1198801021186924,5,"[0.07179675996303558, 0.07587895542383194, 0.35463467240333557, 0.09044469147920609, 0.01200205646455288]",,,,,,,,,,,None - No ring systems,Murcko requires aromatic/aliphatic rings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.56,0.2962962962962963,0.56
