rank,fragment_id,fragment_smiles,pathogen_count,total_compounds,total_tp,total_tn,overall_avg_attribution,overall_max_attribution,avg_activity_rate_percent,SA_compounds,SA_tp,SA_tn,SA_avg_attr,SA_activity_pct,EC_compounds,EC_tp,EC_tn,EC_avg_attr,EC_activity_pct,CA_compounds,CA_tp,CA_tn,CA_avg_attr,CA_activity_pct,SA_example_id,SA_example_smiles,SA_example_target,SA_example_attr,SA_example_pred,SA_example_mw,EC_example_id,EC_example_smiles,EC_example_target,EC_example_attr,EC_example_pred,EC_example_mw,CA_example_id,CA_example_smiles,CA_example_target,CA_example_attr,CA_example_pred,CA_example_mw
374,3171,CCCCCC(C)C,3,36,33,3,0.2899,0.3665,88.89,18,18,0,0.318,100.0,9,7,2,0.31,77.78,9,8,1,0.242,88.89,CHEMBL455243,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C/C(=N/NC5=NC6=NC7=CC=CC=C7N=C6O5)CC[C@]4(C)[C@H]3CC[C@]12C,1,0.366,0.773,567.8,CHEMBL446726,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3/C(=N/NC4=NC5=NC6=CC=CC=C6N=C5S4)C=C4C[C@@H](Cl)CC[C@]4(C)[C@H]3CC[C@]12C,1,0.353,0.681,618.3,CHEMBL4632828,COC1=CC=C2N=C3C[C@@H]4CC[C@@H]5[C@H](CC[C@]6(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]56)[C@@]4(C)CC3=CC2=C1,1,0.341,0.936,501.8
375,4128,CCC(I)=CC,3,33,33,0,0.2639,0.3808,100.0,11,11,0,0.306,100.0,11,11,0,0.3,100.0,11,11,0,0.185,100.0,CHEMBL4783008,CC1=C(I)C(C)=[N+]2C1=CC1=C(C)C(I)=C(C)N1[B-]2(OCC[N+](C)(C)C)OCC[N+](C)(C)C,1,0.371,0.918,668.2,CHEMBL4784963,CC1=C(I)C(C)=[N+]2C1=CC1=C(C)C(I)=C(C)N1[B-]2(OCCC[N+](C)(C)C)OCCC[N+](C)(C)C,1,0.381,0.988,696.3,CHEMBL4800226,CC1=C(I)C(C)=[N+]2C1=CC1=C(C)C(I)=C(C)N1[B-]2(C#CC[N+](C)(C)C)C#CC[N+](C)(C)C,1,0.278,0.996,656.2
376,28644,O=CNCCO,3,35,33,2,0.2599,0.3808,95.15,22,21,1,0.254,95.45,10,9,1,0.257,90.0,3,3,0,0.268,100.0,CHEMBL447103,COC1=CC=C(C(=O)NCCO)C=C1OC,1,0.381,0.504,225.2,CHEMBL447103,COC1=CC=C(C(=O)NCCO)C=C1OC,1,0.381,0.696,225.2,CHEMBL447103,COC1=CC=C(C(=O)NCCO)C=C1OC,1,0.381,0.634,225.2
377,11219,CC1CCNCC1,3,36,33,3,0.2297,0.3808,95.24,21,18,3,0.227,85.71,8,8,0,0.215,100.0,7,7,0,0.247,100.0,CHEMBL5195633,C=C[C@]1(C)C[C@@H](OC(=O)CSC2=NC(N3CCC(C)CC3)=C3C=CSC3=N2)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,1,0.375,0.995,625.9,CHEMBL5174791,CC1CCN(C2=CC(/C=C/C3=CC=C(N(C)C)C=C3)=[N+](C)C3=CC=CC=C23)CC1,1,0.381,0.647,386.6,CS000121968,CC1CCN(C2CC(=O)N(c3ccc(Br)cc3Br)C2=O)CC1,1,0.359,0.873,430.1
378,16639,COC(=O)CSC1=CN=C2C=CC=CC2=C1C1=CC=CC=C1,3,33,33,0,0.1793,0.3324,100.0,11,11,0,0.221,100.0,11,11,0,0.194,100.0,11,11,0,0.123,100.0,CHEMBL2430205,COC(=O)CSC1=C(C2=CC=C([N+](=O)[O-])C=C2)N=C2C=CC=CC2=C1C1=CC=CC=C1,1,0.332,0.851,430.5,CHEMBL2430203,COC(=O)CSC1=C(C2=CC=C(Br)C=C2)N=C2C=CC=CC2=C1C1=CC=CC=C1,1,0.222,0.881,464.4,CHEMBL2430203,COC(=O)CSC1=C(C2=CC=C(Br)C=C2)N=C2C=CC=CC2=C1C1=CC=CC=C1,1,0.146,0.975,464.4
379,23508,N-C(CC1=NOC2=CC=CC=C12)-S,3,33,33,0,0.1547,0.2207,100.0,13,13,0,0.155,100.0,15,15,0,0.188,100.0,5,5,0,0.121,100.0,CHEMBL559723,N#CSC1=C(C2=CC=CC=C2)N=C2SC(CC3=NOC4=CC=CC=C34)=NN12,1,0.221,0.969,389.5,CHEMBL558502,COC1=CC=C(C2=C(SC#N)N3N=C(CC4=NOC5=CC=CC=C45)SC3=N2)C=C1,1,0.217,0.965,419.5,CHEMBL550159,N#CSC1=C(C2=CC=C(Cl)C=C2)N=C2SC(CC3=NOC4=CC=CC=C34)=NN12,1,0.126,0.993,423.9
380,24326,C-C-C(C1=NCCCN1)-C,3,32,32,0,0.3203,0.3782,100.0,11,11,0,0.332,100.0,11,11,0,0.267,100.0,10,10,0,0.361,100.0,CHEMBL3094512,C(=C/CC1=CC2=CC=C(C3=NCCCN3)C=C2N1)\CC1=CC2=CC=C(C3=NCCCN3)C=C2N1,1,0.378,0.979,450.6,CHEMBL3311126,NCCCNC1=CC(C2=CC3=CC=C(C4=NCCCN4)C=C3N2)=CC=C1C1=CC2=CC=C(C3=NCCCN3)C=C2O1,1,0.342,0.975,545.7,CHEMBL3601415,ClC1=C(C2=CC=C(C3=C(Cl)C4=CC=C(C5=NCCCN5)C=C4N3)C=C2)NC2=CC(C3=NCCCN3)=CC=C12,1,0.368,0.976,541.5
381,30385,C-C-C(OC)-CO,3,33,32,1,0.3184,0.3808,97.44,16,16,0,0.329,100.0,13,12,1,0.319,92.31,4,4,0,0.307,100.0,CHEMBL447712,COC1=CC=C2OC3=C(C(=O)C4=C(C=CC5=CC6=C(C(=O)N7C(C)(C6)OC(=O)C7(C)CO)C(O)=C45)C3=O)C(=O)C2=C1O,1,0.381,0.882,571.5,CHEMBL565445,COC1=CC=C2CN(C)CC[C@@]34C=C[C@H](OP(=O)(NCCN)N(CCCl)CCCl)C[C@@H]3OC1=C24,1,0.381,0.968,533.4,CHEMBL3577049,COC1=CC=C2OC3=C(O)C4=C(C5=C(C=C(CC(C)=O)C(C(=O)N[C@@](C)(CO)C(=O)O)=C5O)CC4)C(O)=C3C(=O)C2=C1O,1,0.328,0.7,593.5
382,9602,CC1=CC=C(OC)C=C1,3,34,32,2,0.318,0.3808,95.24,14,12,2,0.311,85.71,7,7,0,0.301,100.0,13,13,0,0.342,100.0,CHEMBL4552155,COC1=CC=C(/C=C2/SC(=S)N(CC(=O)C3=CC=CC=C3)C2=O)C=C1,1,0.375,0.851,369.5,CHEMBL3099075,COC1=CC=C(/C=C(/C(=O)C2=CC=C(F)C=C2F)N2C=NC=N2)C=C1,1,0.381,0.713,341.3,CHEMBL482971,COC1=CC=C(/C=C2\CCC(CN3CCCCC3)C2=O)C=C1,1,0.381,0.917,299.4
383,38528,N-S-N,3,34,32,2,0.2888,0.3548,93.94,17,17,0,0.226,100.0,6,6,0,0.342,100.0,11,9,2,0.298,81.82,CHEMBL1642631,O=C1OC2=C(Cl)C=C(Cl)C=C2C=C1C1=NC2=CC=CC=C2C2=NC3=C(C=CC4=NSN=C43)N12,1,0.289,0.981,490.3,CHEMBL1642632,O=C1OC2=C(Br)C=C(Br)C=C2C=C1C1=NC2=CC=CC=C2C2=NC3=C(C=CC4=NSN=C43)N12,1,0.352,0.928,579.2,CS000203056,O=[N+]([O-])C1=C(SC2=NC3=CC=CC=C3N2)C=CC2=NSN=C12,0,0.355,0.41,329.4
384,2264,N=C/C1=CC=C(F)C=C1,3,32,32,0,0.285,0.3808,100.0,15,15,0,0.3,100.0,13,13,0,0.255,100.0,4,4,0,0.3,100.0,CHEMBL244479,CSC1=CC=C(CC2=NN(CN3CCOCC3)C(=S)N2/N=C/C2=CC=C(F)C=C2)C=C1,1,0.374,0.993,457.6,CHEMBL584004,FC1=CC=C(/C=N/N2C(C3=CC=NC=C3)=NNC2=S)C=C1,1,0.331,0.882,299.3,CHEMBL2297636,CS(=O)(=O)C1=CC=C(CC2=NNC(=S)N2/N=C/C2=CC=C(F)C=C2)C=C1,1,0.381,0.969,390.5
385,14963,NNC1=NC(=O)CS1,3,32,32,0,0.2547,0.3724,100.0,11,11,0,0.295,100.0,18,18,0,0.343,100.0,3,3,0,0.126,100.0,CHEMBL2047784,CC1=CC=C(C2=NN(C3=NC(=O)CS3)C(C3=CC=CO3)C2)C=C1,1,0.309,0.824,325.4,CHEMBL2047781,O=C1CSC(N2N=C(C3=CC=C(F)C=C3)CC2C2=CC=CO2)=N1,1,0.372,0.901,329.4,CHEMBL591000,O=C1CSC(NN=C2CCCC2)=N1,1,0.135,0.982,197.3
386,19452,CC1=C(C)C=C2NC=NC2=C1,3,32,32,0,0.2418,0.3483,100.0,10,10,0,0.203,100.0,12,12,0,0.216,100.0,10,10,0,0.307,100.0,CHEMBL244958,COC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)C1=CC=C(C2=NC3=CC(C)=C(C)C=C3N2)C=C1,1,0.348,0.942,621.7,CHEMBL244958,COC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)C1=CC=C(C2=NC3=CC(C)=C(C)C=C3N2)C=C1,1,0.295,0.857,621.7,CHEMBL243226,COC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C1=CC(C2=NC3=CC(C)=C(C)C=C3N2)=CC=C1O,1,0.342,0.864,443.5
387,19887,O=CN/N=C/C1=CC=C([N+](=O)[O-])O1,3,32,32,0,0.2165,0.3808,100.0,3,3,0,0.117,100.0,19,19,0,0.166,100.0,10,10,0,0.366,100.0,CHEMBL2386444,CC1=C(C(=O)N/N=C/C2=CC=C([N+](=O)[O-])O2)[N+]([O-])=CN1C1CCCCC1,1,0.13,0.966,361.4,CHEMBL2386444,CC1=C(C(=O)N/N=C/C2=CC=C([N+](=O)[O-])O2)[N+]([O-])=CN1C1CCCCC1,1,0.303,0.586,361.4,CHEMBL516916,O=C(N/N=C/C1=CC=C([N+](=O)[O-])O1)C1=CC=C(C(F)(F)F)C=C1,1,0.381,0.658,327.2
388,684,N=C/C1=CC=C(Cl)C=C1,3,33,31,2,0.3038,0.3808,96.08,17,15,2,0.3,88.24,11,11,0,0.301,100.0,5,5,0,0.311,100.0,CHEMBL5276469,CC1=CC=C(C(=O)NCC2=NN=C(S)N2/N=C/C2=CC=C(Cl)C=C2)C=C1,1,0.381,0.975,385.9,CHEMBL396722,CSC1=CC=C(CC2=NN(CN3CCOCC3)C(=S)N2/N=C/C2=CC=C(Cl)C=C2)C=C1,1,0.369,0.983,474.1,CHEMBL2297634,CS(=O)(=O)C1=CC=C(CC2=NNC(=S)N2/N=C/C2=CC=C(Cl)C=C2)C=C1,1,0.381,0.97,406.9
389,17780,O=CN1CCOCC1,3,33,31,2,0.2982,0.3808,91.11,13,13,0,0.305,100.0,15,14,1,0.346,93.33,5,4,1,0.244,80.0,CHEMBL4633240,COC1=CC2=C(C=C1OCCCC(=O)NC1=CN(C)C(C(=O)NC3=CC=C4OC(C(=O)N5CCOCC5)=CC4=C3)=C1)N=C[C@@H]1CCCN1C2=O,1,0.381,0.992,682.7,CHEMBL5403801,CC1(C)CCC2=C(C(=O)N3CCOCC3)C=C3C(OCCSC4=CC=C([N+](=O)[O-])C=C4)=CC=CC3=C2O1,1,0.381,0.945,522.6,CHEMBL3809188,O=C1C=C(N2CC2)C(=O)C(C2=NOC(C3=CC=C(C(=O)N4CCOCC4)S3)=C2)=C1N1CC1,1,0.357,0.942,452.5
390,5645,CCN(C)CC,3,32,31,1,0.283,0.3808,96.97,14,14,0,0.246,100.0,11,10,1,0.251,90.91,7,7,0,0.352,100.0,CHEMBL4246021,CN1CCC2(CC1)CCN(C(=N)C1=CC=C3C=C(C4=CC=C(C5=CC6=CC=C(C(=N)N7CCC8(CCN(C)CC8)C7)C=C6N5)C=C4)NC3=C1)C2,1,0.381,0.99,666.9,CS000413412,CCN(CC)Cc1c(C(=O)N/N=C/c2ccc(O)c([N+](=O)[O-])c2)nnn1-c1nonc1N,0,0.381,0.128,444.4,CHEMBL4289385,CCN(CC)CC1=C(Cl)C2=CC(C)=CC=C2SC1,1,0.381,0.996,281.9
391,11684,CCOC(=O)C=C(N)O,3,31,31,0,0.2613,0.3412,100.0,12,12,0,0.23,100.0,15,15,0,0.305,100.0,4,4,0,0.249,100.0,CHEMBL4169666,CCOC(=O)C1=C(N)OC2=C(C(=O)OC3=CC=CC=C23)C1C1=CC(=O)OC2=C1C=CC1=CC=CC=C12,1,0.332,0.982,481.5,CHEMBL4743398,CCOC(=O)C1=C(N)OC(C2=CC=CC=C2)=C(C(=O)OCC)C12C(=O)NC1=CC=C(S(=O)(=O)N3CCCCC3)C=C12,1,0.341,0.842,581.6,CHEMBL4741133,CCOC(=O)C1=C(N)OC(C2=CC=CC=C2)=C(C(C)=O)C12C(=O)NC1=CC=C(S(=O)(=O)N3CCCCC3)C=C12,1,0.289,0.835,551.6
392,3917,C=C/C1=CC=C(OC)C=C1,3,35,31,4,0.2521,0.3808,88.89,16,16,0,0.279,100.0,7,7,0,0.233,100.0,12,8,4,0.244,66.67,CHEMBL4561057,COC1=CC=C(/C=C/C2=CC=C(C#N)C=C2)C=C1,1,0.381,0.779,235.3,CHEMBL3818347,COC1=CC=C(/C=C/C2=NC3=CC=CC=C3C(=O)N2C2=CC=CC(O)=C2)C=C1,1,0.381,0.83,370.4,CHEMBL4096096,COC1=CC=C(/C=C/C2=CC=CC=C2C#N)C=C1,1,0.381,0.773,235.3
393,46977,CC[C@H](NCCCNCCCCN)C,3,31,31,0,0.1894,0.3074,100.0,20,20,0,0.155,100.0,5,5,0,0.237,100.0,6,6,0,0.176,100.0,CHEMBL503780,CC(CSCC(N)C(=O)O)C(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@H]4C[C@@H](NCCCNCCCCN)CC[C@]4(C)[C@H]3CC[C@]12C,1,0.221,0.982,665.0,CHEMBL229069,C[C@H](COS(=O)(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](F)C[C@H]4C[C@@H](NCCCNCCCCN)CC[C@]4(C)[C@H]3CC[C@]12C,1,0.307,0.87,559.8,CHEMBL442622,C=C(C)C(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@H]4C[C@@H](NCCCNCCCCN)CC[C@]4(C)[C@H]3CC[C@]12C,1,0.215,0.598,543.9
394,10116,COC1=CC=CC(O)=C1,3,30,30,0,0.3531,0.3808,100.0,12,12,0,0.321,100.0,9,9,0,0.375,100.0,9,9,0,0.363,100.0,CHEMBL2234659,COC1=CC=C2OC(=O)C=C(COC3=CC=CC(O)=C3)C2=C1,1,0.376,0.945,298.3,CHEMBL2234656,CC1=CC=C2C(COC3=CC=CC(O)=C3)=CC(=O)OC2=C1,1,0.381,0.76,282.3,CHEMBL2234658,O=C1C=C(COC2=CC=CC(O)=C2)C2=CC=C3C=CC=CC3=C2O1,1,0.381,0.979,318.3
395,1620,CC1=CC=CN=C1,3,31,30,1,0.3058,0.3808,96.67,18,18,0,0.306,100.0,10,9,1,0.296,90.0,3,3,0,0.316,100.0,CS000018147,O=C1CSC(=S)N1Cc1cccnc1,1,0.381,0.748,224.3,CHEMBL3277048,CCSCC(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CC3=CC=CN=C3)CS[C@H]12,1,0.381,0.493,393.5,CS000018147,O=C1CSC(=S)N1Cc1cccnc1,1,0.381,0.936,224.3
396,41683,CCCCCCCCCN,3,30,30,0,0.304,0.3808,100.0,12,12,0,0.272,100.0,10,10,0,0.261,100.0,8,8,0,0.379,100.0,CHEMBL4569031,CCCCCCCCCNC1=CC=C(F)C(/C(N)=N/O)=C1F,1,0.381,0.933,313.4,CHEMBL480437,CCCCCCCCCNC1=NC(C)(C)NC(NCC2=CC=CC=C2)=N1,1,0.381,0.897,357.5,CHEMBL536527,CCCCCCCCCNC1CCC2=C(O)C=CC=C2C1,1,0.381,0.916,289.5
397,22898,CCCN1C=CN=C1,3,30,30,0,0.285,0.3808,100.0,23,23,0,0.244,100.0,3,3,0,0.322,100.0,4,4,0,0.288,100.0,CHEMBL5275969,NCC1=CC=CC2=C1N=C(N(CCCN1C=CN=C1)C(=O)C1=CC=CO1)S2,1,0.359,0.624,381.5,CHEMBL4750277,O=C1C2=CC=CC=C2[Se]N1CCCN1C=CN=C1,1,0.381,0.998,306.2,CHEMBL471126,CC1=CC=C(OC(CCCN2C=CN=C2)C2=CC=C(Cl)C=C2)C=C1,1,0.381,0.957,340.9
398,9783,C-C(OC)-C-COC,3,38,30,8,0.2832,0.3808,81.11,15,14,1,0.242,93.33,9,9,0,0.304,100.0,14,7,7,0.304,50.0,CHEMBL1170346,CCCCN(CCCC)CC1(CN(CCCC)CCCC)OC2=CC(OC)=CC(OC)=C2C1=O,1,0.381,0.746,476.7,CHEMBL2151954,COC1=CC(OC)=C2C(=O)C=C(CN3CCN(C/C=C/C4=CC=CC=C4)CC3)OC2=C1,1,0.361,0.701,420.5,CHEMBL1170970,COC1=CC(OC)=C2C(=O)C(CN(C)C)(CN(C)C)OC2=C1,1,0.381,0.953,308.4
399,15487,CCOC(=O)C1=C(C)N=C(N)S1,3,30,30,0,0.2806,0.3808,100.0,10,10,0,0.237,100.0,10,10,0,0.229,100.0,10,10,0,0.376,100.0,CHEMBL4551586,CCOC(=O)C1=C(C)N=C(/N=C2\NC(=O)/C(=C3/C(=O)N(C)C4=CC=CC=C34)S2)S1,1,0.291,0.967,428.5,CHEMBL4551385,CCOC(=O)C1=C(C)N=C(/N=C2\NC(=O)/C(=C3/C(=O)NC4=CC=C(OC)C=C34)S2)S1,1,0.251,0.918,444.5,CHEMBL4546042,CCOC(=O)C1=C(C)N=C(/N=C2\NC(=O)/C(=C3/C(=O)NC4=CC=C(Br)C=C34)S2)S1,1,0.381,0.854,493.4
400,13513,CC1CC1,3,33,30,3,0.2779,0.3808,92.86,16,16,0,0.269,100.0,14,11,3,0.297,78.57,3,3,0,0.267,100.0,CHEMBL4104759,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)C4=C(O)C=C([C@@H]5CCCN5CC5CC5)C(C(F)(F)F)=C4C[C@H]3C[C@@H]12,1,0.363,0.993,605.6,CHEMBL358676,O=C(O)C1=CN(CC2CC2)C2=CC(N3CCNCC3)=C(F)C=C2C1=O,1,0.381,0.959,345.4,CHEMBL281987,CC(C)C1=CC2CC3(C=O)[C@@H]4CC[C@@H](C)[C@H]4CC2(CO[C@H]2CN(CC4CC4)[C@H](C)CO2)[C@]13C(=O)O,1,0.366,0.97,485.7
401,17213,SCC1=CC=C(Cl)C=C1,3,32,30,2,0.2771,0.3808,95.56,12,12,0,0.309,100.0,15,13,2,0.331,86.67,5,5,0,0.191,100.0,CHEMBL1367339,N#CC1=C(O)N=C(SCC2=CC=C(Cl)C=C2)N=C1C1=CC=CC=C1,1,0.381,0.875,353.8,CHEMBL1213485,COC1=CC=C(CCN2CN=C(SCC3=CC=C(Cl)C=C3)NC2)C=C1,1,0.381,0.719,375.9,CHEMBL387726,C[C@]12CC[C@@H]3C4=CC=C(OCCCCCCC[N+]5=CC=C(SCC6=CC=C(Cl)C=C6)C=C5)C=C4CC[C@H]3[C@@H]1CCC2=O,1,0.375,0.904,603.3
402,8250,NNC(=O)C1=CC=NC=C1,3,31,30,1,0.2366,0.3808,98.15,8,8,0,0.242,100.0,18,17,1,0.297,94.44,5,5,0,0.171,100.0,CHEMBL4589162,COC1=NC(NNC(=O)C2=CC=NC=C2)=NC(N2CCNCC2)=N1,1,0.381,0.583,330.4,CHEMBL2281859,O=C(C1=CC=NC=C1)N1N=C(C2=CC=CC=C2)CC1C1=CN(C2=CC=CC=C2)N=C1C1=CC=C(Cl)C=C1,1,0.329,0.697,504.0,CHEMBL2281858,O=C(C1=CC=NC=C1)N1N=C(C2=CC=CC=C2)CC1C1=CN(C2=CC=CC=C2)N=C1C1=CC=C(F)C=C1,1,0.187,0.954,487.5
403,12996,C=N\NC(=O)C1=CC=NC=C1,3,30,30,0,0.1791,0.25,100.0,10,10,0,0.161,100.0,10,10,0,0.184,100.0,10,10,0,0.192,100.0,CHEMBL2234921,CCOC1=C(/C=N\NC(=O)C2=CC=NC=C2)C=CC=C1CN1CCNCC1,1,0.242,0.66,367.5,CHEMBL2234913,CCOC1=C(/C=N\NC(=O)C2=CC=NC=C2)C=CC=C1CN(C)C,1,0.248,0.849,326.4,CHEMBL2234917,CCOC1=C(/C=N\NC(=O)C2=CC=NC=C2)C=CC=C1CN(C1=CC=CC=C1)C1=CC=CC=C1,1,0.25,0.877,450.5
404,6162,COC1=CC=C(C2=NN=CO2)C(F)=C1,3,30,30,0,0.1727,0.2369,100.0,12,12,0,0.176,100.0,12,12,0,0.197,100.0,6,6,0,0.146,100.0,CHEMBL1076863,COC1=CC=C(C2=NN=C(C3=CC(Cl)=CC=C3Br)O2)C(F)=C1,1,0.223,0.976,383.6,CHEMBL1087271,COC1=CC=C(C2=NN=C(C3=CC=CC(Br)=C3C)O2)C(F)=C1,1,0.237,0.954,363.2,CHEMBL1087273,COC1=CC=C(C2=NN=C(C3=CC=CC=C3C(F)(F)F)O2)C(F)=C1,1,0.19,0.958,338.3
405,19783,OC1=CC=C(O)C(C-C-S)=C1,3,29,29,0,0.3054,0.3585,100.0,10,10,0,0.324,100.0,10,10,0,0.248,100.0,9,9,0,0.344,100.0,CHEMBL2282694,COC1=CC=C(OC)C(/C=N/N=C2\SC=C(C3=CC(O)=CC=C3O)N2C2=CC=C(Cl)C=C2)=C1,1,0.352,0.935,482.0,CHEMBL2282690,COC1=CC=C(OC)C(/C=N/N=C2\SC=C(C3=CC(O)=CC=C3O)N2C2=CC=C(C)C=C2)=C1,1,0.291,0.925,461.5,CHEMBL2282685,COC1=CC=C(/C=N/N=C2\SC=C(C3=CC(O)=CC=C3O)N2C2=CC=CC=C2)C=C1,1,0.358,0.798,417.5
406,40267,CCNCCCO,3,29,29,0,0.2887,0.3661,100.0,15,15,0,0.234,100.0,5,5,0,0.29,100.0,9,9,0,0.343,100.0,CHEMBL159843,OCCCNCCN(CC1=CC=CC(F)=C1)CC1=CC=CC(CN(CC2=CC=CC(F)=C2)CC2=CC=CC(F)=C2)=N1,1,0.327,0.936,562.7,CHEMBL159714,OCCCNCCN(CC1=CC=CC=C1)CC1=CC=CC(CN(CC2=CC=CC=C2)CC2=CC=CC=C2)=N1,1,0.346,0.745,508.7,CHEMBL163232,CC1=CC=CC(CN(CCNCCCO)CC2=CC=CC(CN(CC3=CC=CC([N+](=O)[O-])=C3)CC3=CC=CC(C(F)(F)F)=C3)=N2)=C1,1,0.366,0.618,635.7
407,13053,O=CN/N=C/C1=CC=C(Cl)C=C1,3,30,28,2,0.337,0.3808,91.67,14,14,0,0.301,100.0,8,7,1,0.345,87.5,8,7,1,0.365,87.5,CHEMBL3794129,NC1=C(C(=O)N/N=C/C2=CC=C(Cl)C=C2)NN=C1C1=CC=C(Cl)C=C1,1,0.353,0.975,374.2,CHEMBL3794129,NC1=C(C(=O)N/N=C/C2=CC=C(Cl)C=C2)NN=C1C1=CC=C(Cl)C=C1,1,0.378,0.914,374.2,CHEMBL4161550,O=C(N/N=C/C1=CC=C(Cl)C=C1)C1=CNC2=CC=C(Cl)C=C2C1=O,1,0.381,0.921,360.2
408,31583,NC1=CC=CC(F)=C1,3,28,28,0,0.3132,0.3808,100.0,11,11,0,0.265,100.0,4,4,0,0.368,100.0,13,13,0,0.307,100.0,CHEMBL2337355,CCN(CC)C(=O)N[C@@]1([C@H](C)O)[C@@H](N)[C@H](NC2=CC=CC(F)=C2)[C@](O)(CO)[C@]1(C)O,1,0.381,0.827,428.5,CHEMBL1632307,C=CCOC1=CC=CC=C1C(NC1=CC=CC(F)=C1)C1CCCCC1=O,1,0.381,0.728,353.4,CHEMBL590225,CCC1=NC2=C(O1)C(=O)C(NC1=CC=CC(F)=C1)=C(Br)C2=O,1,0.381,0.991,365.2
409,24403,NNC(=S)NC1=CC=CC=C1,3,28,28,0,0.2958,0.3808,100.0,15,15,0,0.331,100.0,5,5,0,0.246,100.0,8,8,0,0.311,100.0,CHEMBL2023082,CC1=CC=C(N2N=NC(C3=NN(C(=S)NC4=CC=CC=C4)C(C4=CC=C(C#N)C=C4)C3)=C2C)C=C1,1,0.381,0.605,477.6,CHEMBL473027,CC1=CC=C(N2C(=O)C3=CC=CC=C3N3C2=NNC(=S)N3C2=CC=CC=C2)C=C1,1,0.379,0.955,399.5,CHEMBL1761918,C[C@@H]1/C(=N\NC(=S)NC2=CC=CC=C2)[C@@H](C)[C@H](C2=CC=C(Br)C=C2)O[C@@H]1C1=CC=C(Br)C=C1,1,0.381,0.838,587.4
410,8208,OCC1=CC=C(Cl)C=C1,3,32,28,4,0.2592,0.3808,88.83,16,15,1,0.272,93.75,5,5,0,0.222,100.0,11,8,3,0.284,72.73,CHEMBL8530,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CN(OCC3=CC=C(Cl)C=C3)C(=O)C3=CC=CC=C3)C2SC1,1,0.381,0.986,574.0,CHEMBL4434712,O=C(O)C(CC1=CNC2=CC=CC=C12)N1C(=O)/C(=C/C2=CC=C3C=C(OCC4=CC=C(Cl)C=C4)C=CC3=C2)SC1=S,1,0.324,0.981,599.1,CHEMBL5436105,CCCC1=CC=C(OCC(CN2C=CN=C2)OCC2=CC=C(Cl)C=C2)C(OC)=C1,1,0.381,0.803,414.9
411,949,NC[C@H]1O[C@H](O)[C@H](N)[C@@H](O)[C@@H]1O,3,35,28,7,0.258,0.3808,87.24,25,19,6,0.251,76.0,7,6,1,0.255,85.71,3,3,0,0.268,100.0,CHEMBL4435993,NC[C@H]1O[C@H](OC2C[C@H](CO)NCC[C@@H]2N)[C@H](N)[C@@H](O)[C@@H]1O,1,0.381,0.467,320.4,CHEMBL159767,NC[C@H]1O[C@H](O[C@@H]2CCN[C@H](CO)C[C@H]2N)[C@H](N)[C@@H](O)[C@@H]1O,0,0.381,0.451,320.4,CHEMBL3588979,CCCCCCCCS(=O)(=O)OCC[C@H]1O[C@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3N)[C@@H](N)C[C@H]2N)[C@H](O)[C@@H](N)[C@@H]1O,1,0.288,0.865,673.8
412,6691,O=C/C=C/C1=CC=CC=C1,3,29,28,1,0.206,0.3397,94.44,15,15,0,0.242,100.0,8,8,0,0.2,100.0,6,5,1,0.176,83.33,CHEMBL4436431,CC1(C)C=CC2=C(O)C(CC3=C(O)C=C(O)C=C3O)=C(O)C(C(=O)/C=C/C3=CC=CC=C3)=C2O1,1,0.34,0.837,460.5,CHEMBL3746364,O=C(/C=C/C1=CC=CC=C1)C1=CC=C(N2C=CC=C2)C=C1,1,0.304,0.93,273.3,CHEMBL2023072,CC1=CC=C(N2N=NC(C(=O)/C=C/C3=CC=CC=C3)=C2C)C=C1,1,0.277,0.96,303.4
