rank,fragment_id,fragment_smiles,pathogen_count,total_compounds,total_tp,total_tn,overall_avg_attribution,overall_max_attribution,avg_activity_rate_percent,SA_compounds,SA_tp,SA_tn,SA_avg_attr,SA_activity_pct,EC_compounds,EC_tp,EC_tn,EC_avg_attr,EC_activity_pct,CA_compounds,CA_tp,CA_tn,CA_avg_attr,CA_activity_pct,SA_example_id,SA_example_smiles,SA_example_target,SA_example_attr,SA_example_pred,SA_example_mw,EC_example_id,EC_example_smiles,EC_example_target,EC_example_attr,EC_example_pred,EC_example_mw,CA_example_id,CA_example_smiles,CA_example_target,CA_example_attr,CA_example_pred,CA_example_mw
1,13,O,3,37715,34913,2802,0.2962,0.3808,91.05,20526,19549,977,0.29,95.24,11316,10220,1096,0.301,90.31,5873,5144,729,0.297,87.59,CHEMBL438444,O=C1NSC2=C1C(=O)C1=CC(F)=C(C3=CC=CC(C4CCCCN4)=C3)C=C1N2C1CC1,1,0.381,0.998,435.5,CHEMBL337757,CC1=C(N2CCC3=CC=CC=C3C2)C([N+](=O)[O-])=CC2=C1N(C1CC1)C=C(C(=O)O)C2=O,1,0.381,0.85,419.4,CHEMBL4586026,COC1=CC=C(C2=C(C(=O)C3=CN(C4=CC=C(F)C=C4)N=N3)N3C=CSC3=N2)C=C1,1,0.381,0.988,419.4
2,9,C,3,15257,13982,1275,0.2698,0.3808,90.49,8156,7750,406,0.267,95.02,4531,3922,609,0.261,86.56,2570,2310,260,0.281,89.88,CHEMBL35739,CN(CC1=CC=CC=C1)C1=CN=C2N=C(N)N=C(N)C2=N1,1,0.381,0.943,281.3,CHEMBL1160678,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SC3=NC(C4=CC=NC=C4)=CS3)[C@H](C)[C@H]12,1,0.381,0.982,403.5,CHEMBL4746254,CCCC1=C(C(=O)OC)C(=O)[C@@](C)(/C=C/CC[C@@H](C)O)O1,1,0.381,0.988,296.4
3,11,O=CO,3,10454,10028,426,0.3002,0.3808,94.65,5811,5689,122,0.292,97.9,4269,3993,276,0.324,93.53,374,346,28,0.284,92.51,CHEMBL177899,O=C1O[C@@H](CN2C=C(Br)N=N2)CN1C1=CC=C(C2=CCS(=O)(=O)CC2)C(F)=C1,1,0.381,0.994,471.3,CHEMBL192813,CN1CCN(C2=CC3=C(C=C2F)C(=O)C(C(=O)O)=CN3C)CC1,1,0.381,0.959,319.3,CHEMBL3741296,CCCN[C@@](C)(CO[C@H]1[C@H](N2N=NC(N)=N2)C[C@@]23COC[C@]1(C)[C@@H]2CC[C@H]1C3=CC[C@@]2(C)[C@H](C(=O)O)[C@@](C)([C@H](C)C(C)C)CC[C@]12C)C(C)C,1,0.381,0.998,697.0
4,145,F,3,9803,9402,401,0.2207,0.3808,94.53,5531,5405,126,0.235,97.72,3005,2839,166,0.222,94.48,1267,1158,109,0.205,91.4,CHEMBL203491,O=C1NSC2=C1C(=O)C1=CC(F)=C(C3=CN=CC(C4CCCN4)=C3)C=C1N2C1CC1,1,0.381,0.998,422.5,CHEMBL106171,COC1=CC=C(C2=C3N=C(N4CCC(N)C4)C(F)=CN3C(=O)C(C(=O)O)=C2)C=C1,1,0.381,0.993,398.4,CHEMBL3250959,CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)CCC(=O)NC1=NC(=O)NC=C1F)C(=O)O,1,0.381,0.975,455.5
5,581,C-C-C-C,3,7387,6215,1172,0.2817,0.3808,82.6,3557,3242,315,0.286,91.14,2375,1791,584,0.288,75.41,1455,1182,273,0.272,81.24,CHEMBL415711,NC1=CC(=O)C2=CC=CC=C2C1=O,1,0.381,0.946,173.2,CHEMBL4742810,CC(C)(C)OC(=O)NCCCN1[Se]C2=CC=CC=C2C1=O,1,0.381,0.973,355.3,CHEMBL2391234,IC1=CC=C(NCC2=NC3=CC=CC=C3N2)C=C1,1,0.381,0.91,349.2
6,38,CO,3,6937,6199,738,0.2637,0.3808,86.83,3986,3755,231,0.267,94.2,1887,1547,340,0.268,81.98,1064,897,167,0.256,84.3,CHEMBL4287895,CO[C@H]1/C=C/CCCCC[C@@H](C)OC(=O)/C=C\C=C\C[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)/C=C/C=C\C[C@H](O)C1,1,0.381,0.95,580.7,CHEMBL457468,COC1CC(C2=CC=CC=C2)=NN1/C(C)=N\OC(=O)C1=CC=CO1,1,0.381,0.953,327.3,CHEMBL5279385,CO[C@H]1/C=C/C=C/CCC[C@@H](C)OC(=O)/C=C\C=C\C[C@H](O[C@@H]2O[C@@H](CO)[C@@H](O)[C@H](O)[C@H]2O)/C=C/C=C\C[C@H](O)C1,1,0.381,0.797,578.7
7,52,Cl,3,6451,5915,536,0.2473,0.3808,90.61,3850,3588,262,0.243,93.19,1361,1258,103,0.243,92.43,1240,1069,171,0.257,86.21,CHEMBL5191207,O=C1N=C(SCC2=CN(C3=CC=CC=C3)N=N2)SC2=C([N+](=O)[O-])C=C(Cl)C=C12,1,0.381,0.989,431.9,CHEMBL178762,N=C1C(Cl)=C(O)OC1O,1,0.381,0.942,149.5,CHEMBL2071360,[C-]#[N+][C@@H]1C2=C3C(=O)NC4=CC=CC(=C34)C(C)(C)[C@H]2C[C@@H](Cl)[C@]1(C)C=C,1,0.381,0.992,352.9
8,25,N,3,5620,5265,355,0.2688,0.3808,91.6,2958,2816,142,0.27,95.2,2008,1890,118,0.263,94.12,654,559,95,0.273,85.47,CHEMBL396518,CC1=CC=C(S(=O)(=O)N(CC2=CC=CC=C2)C2=CC=C(NC3=NC(N4C[C@H](N)C[C@H](N)C4)=NC(N4C[C@@H](N)C[C@H]4CN)=N3)C=C2O)C=C1,1,0.381,0.961,673.8,CHEMBL497581,CC1=C(N2CCCC2)C(F)=CC2=C1N(C1CC1)C(=O)N(N)C2=O,1,0.381,0.969,318.4,CHEMBL557345,CCN1CCN(C(=N)C2=CC=C3NC(C4=CC=C(OC5=CC=C(C6=NC7=CC(C(=N)N8CCN(CC)CC8)=CC=C7N6)C=C5)C=C4)=NC3=C2)CC1,1,0.381,0.966,680.9
9,151,C-C(C(=O)O)-C=O,3,3981,3956,25,0.2449,0.3661,96.1,2167,2165,2,0.268,99.91,1776,1757,19,0.218,98.93,38,34,4,0.249,89.47,CHEMBL328489,N#CCC(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(=O)N3CCN(C4=CC5=C(C=C4F)C(=O)C(C(=O)O)=CN5C4CC4)CC3)CS[C@H]12,1,0.366,0.997,654.6,CHEMBL3769493,CCCCCCCCCCCCN1C(CN2CCN(C3=CC4=C(C=C3F)C(=O)C(C(=O)O)=CN4C3CC3)CC2)=NC2=CC=CC=C21,1,0.366,0.688,629.8,CS000061100,O=C(O)c1cn(C2CC2)c2cc(N3CCN(S(=O)(=O)F)CC3)c(F)cc2c1=O,0,0.365,0.079,413.4
10,24,C=O,3,3393,3221,172,0.3239,0.3808,93.79,1734,1687,47,0.339,97.29,1190,1107,83,0.343,93.03,469,427,42,0.29,91.04,CHEMBL308936,CO/N=C(\C(=O)NC1C(=O)N2C(C(=O)O)=C(/C=C\C3=CSN=N3)CSC12)C1=CSC(N)=N1,1,0.381,0.961,493.6,CHEMBL45435,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=CCC[C@H]12)C1=CSC(N)=N1,1,0.381,0.994,365.4,CS000474239,O=Cc1coc2ccc(Br)cc2c1=O,1,0.381,0.833,253.1
11,583,S,3,3225,3042,183,0.3032,0.3808,94.02,1551,1495,56,0.289,96.39,1061,968,93,0.309,91.23,613,579,34,0.312,94.45,CHEMBL4790594,N/C(=N\NC(=S)N1CCOCC1)C1=CC(N2CCCC2)=CC=N1,1,0.381,0.952,334.4,CHEMBL3956980,CC(=O)OC[C@H]1O[C@@H](NC(=S)N/N=C2/C(=O)NC3=CC=C([N+](=O)[O-])C=C23)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,1,0.381,0.95,595.5,CHEMBL576686,N=C1C(=S)N(C2=CC=C(I)C=C2)C(=S)N1C1=CC=C(I)C=C1,1,0.381,0.971,549.2
12,496,O=[N+][O-],3,3294,2796,498,0.2759,0.3808,83.08,1806,1593,213,0.292,88.21,885,728,157,0.267,82.26,603,475,128,0.268,78.77,CHEMBL5191207,O=C1N=C(SCC2=CN(C3=CC=CC=C3)N=N2)SC2=C([N+](=O)[O-])C=C(Cl)C=C12,1,0.381,0.989,431.9,CHEMBL3310571,COC1=CC=C(NC(=S)NNC(=O)C2=CC([N+](=O)[O-])=CN2)C=C1,1,0.381,0.9,335.3,CHEMBL1917288,CC(=O)N1N=C(C2=CC=C(Cl)C=C2)OC1C1=CC=C([N+](=O)[O-])S1,1,0.381,0.964,351.8
13,516,Br,3,2716,2552,164,0.2509,0.3808,92.58,1656,1585,71,0.258,95.71,641,590,51,0.248,92.04,419,377,42,0.246,89.98,CS000346510,Cc1ccc2c(n1)C(=O)C(Br)=C(CC(C)C)C2=O,1,0.381,0.978,308.2,CHEMBL4761857,OC1=C(Br)C=C(Br)C=C1CNC1=CC=CC(C(F)(F)F)=C1,1,0.381,0.898,425.0,CS000416274,Cc1ccc(C2=C(Br)C(=O)c3nc(C)ccc3C2=O)cc1,1,0.381,0.981,342.2
14,503,CC,3,2295,2147,148,0.2934,0.3808,91.52,1246,1183,63,0.286,94.94,911,844,67,0.328,92.65,138,120,18,0.266,86.96,CHEMBL1761241,CCN1C=C(C(=O)O)C(=O)C2=CC(F)=C(NC(C)(C)C)C(F)=C21,1,0.381,0.923,324.3,CHEMBL4632782,CCN1C=C(C(=O)O)C(=O)C2=CC(F)=C(N3CCN(C/C(=N/N)C4=CC=C([N+](=O)[O-])C=C4)CC3)C=C21,1,0.381,0.96,496.5,CHEMBL26745,C/C=C(/C1=CC=CC=C1OCC1=CC=C(Cl)C=C1)N1C=CN=C1,1,0.381,0.99,324.8
15,147,O=C-C(C(=O)O)-C-NC1CC1,3,2088,2087,1,0.1869,0.3534,99.98,1425,1424,1,0.216,99.93,643,643,0,0.129,100.0,20,20,0,0.216,100.0,CHEMBL131805,CC(=O)NC[C@H]1CN(C2=CC=C(OC[C@@H]3CCN(C4=NC5=C(C=C4F)C(=O)C(C(=O)O)=CN5C4CC4)C3)C(F)=C2)C(=O)O1,1,0.353,0.993,597.6,CHEMBL2313962,CCCCCCN1C(C2=CC=CC(Cl)=C2)=NN(CN2CCN(C3=CC4=C(C=C3F)C(=O)C(C(=O)O)=CN4C3CC3)CC2)C1=S,1,0.25,0.994,639.2,CHEMBL4467396,O=C(O)C1=CN(C2CC2)C2=NC(N3CCN(CC(=O)C4=NN=NN4C4=CC=CC=C4)CC3)=C(F)C=C2C1=O,1,0.258,0.897,518.5
16,115,CCO,3,1951,1885,66,0.2585,0.3808,93.6,1128,1100,28,0.266,97.52,681,663,18,0.227,97.36,142,122,20,0.282,85.92,CHEMBL379894,CC(=O)O[C@H]1C[C@@]2(C)[C@@H](C[C@@H](O)[C@H]3[C@@]4(C)CC[C@@H](O)[C@@H](C)C4CC[C@@]32C)/C1=C(\CCCCC1=CC=C(N=[N+]=[N-])C=C1)C(=O)O,1,0.381,0.991,607.8,CHEMBL568887,CCOP1(=O)C(C)NN=C2N(N)C(=O)C(C)=NN21,1,0.381,0.954,274.2,CHEMBL297584,CC(C)C1=CC2CC3(C=O)[C@@H]4CC[C@@H](C)[C@H]4CC2(CO[C@H]2C[C@H]4[C@H](OC[C@H]4C(C)C)[C@@H](C)O2)C13C(=O)O,1,0.381,0.977,514.7
17,848,ClC1=CC=CC=C1,3,1965,1806,159,0.2966,0.3808,91.64,854,806,48,0.285,94.38,600,522,78,0.316,87.0,511,478,33,0.289,93.54,CHEMBL575061,O=C1C=CSN1C1=CC=C(Cl)C=C1,1,0.381,0.984,211.7,CHEMBL2408372,ClC1=CC=C(C2=NN(C3=CC=CC=C3)C(C3=NOC(C4=CC=CC=C4)=N3)C2)C=C1,1,0.381,0.958,400.9,CHEMBL3414746,ClC1=CC=CC=C1C1=NN2C(/C=N/C3CCCCC3)=C(C3=CC=C(Br)C=C3)N=C2S1,1,0.381,0.986,499.9
18,469,CC1=CC=CC=C1,3,1886,1676,210,0.2969,0.3808,87.99,815,766,49,0.299,93.99,592,502,90,0.295,84.8,479,408,71,0.297,85.18,CHEMBL4168660,CC1=CC=C(N2C=C(CN3CCN(C4=CC5=C(C=C4F)C(=O)C(C(=O)O)=CN5C4CC4)CC3)N=N2)C=C1,1,0.381,0.95,502.6,CHEMBL4644785,CC1=CC(C)=CC(C2=NN(CN3CCN(C4=CC5=C(C=C4F)C(=O)C(C(=O)O)=CN5[C@@H]4C[C@@H]4F)CC3)C(=S)N2CC2=CC=CC=C2)=C1,1,0.381,0.993,656.8,CS000416274,Cc1ccc(C2=C(Br)C(=O)c3nc(C)ccc3C2=O)cc1,1,0.381,0.981,342.2
19,108,NC=O,3,1503,1445,58,0.2816,0.3808,95.8,841,807,34,0.279,95.96,450,439,11,0.286,97.56,212,199,13,0.28,93.87,CHEMBL3612437,O=C1NC2=C(F)C=CC=C2/C1=N/NC(=S)NC1=CC=C(F)C=C1,1,0.381,0.981,332.3,CHEMBL2163362,NC(=O)C1=CC2=C(N3CC[C@@H](O)C3)C(Br)=C(C(F)(F)F)N=C2N=C1N,1,0.381,0.933,420.2,CHEMBL4793710,CC(C)[C@@H](C)[C@@]1(C)CC[C@]2(C)[C@H]3CC[C@@H]4[C@@]5(COC[C@]4(C)[C@@H](OC[C@](C)(N)C(C)(C)C)[C@H](N4N=CN=C4C(N)=O)C5)C3=CC[C@@]2(C)[C@@H]1C(=O)O,1,0.381,0.994,696.0
20,249,CCCC,3,1468,1413,55,0.2818,0.3808,94.35,896,888,8,0.297,99.11,315,284,31,0.274,90.16,257,241,16,0.274,93.77,CHEMBL3623429,CCCCN1C=C(OC2=CC=C(C)C=C2C)C(=O)C=C1COC1=CC=CC=C1,1,0.381,0.962,377.5,CHEMBL1797149,FC1=C(F)C(F)=C(C[N+]2=CN3CCCCC3C2)C(F)=C1F,1,0.381,0.827,305.3,CHEMBL5182628,CCC(C)C1OC(=O)/C=C/C=C/C=C/C=C/C=C/CC(O)CC(O)CC(O)CC(O)CC(O)CC(O)CC(O)CC(O)/C=C/C1C,1,0.381,0.974,650.9
21,798,FC(F)F,3,1516,1380,136,0.25,0.3808,88.98,893,845,48,0.246,94.62,488,418,70,0.242,85.66,135,117,18,0.262,86.67,CHEMBL1210181,CC1=C(/C=N/NC2=CC(C(F)(F)F)=NC3=C(C(F)(F)F)C=CC=C23)NC=N1,1,0.381,0.976,387.3,CS000369530,O=C1OI(C(F)(F)F)C2=CC=CC=C12,1,0.381,0.991,316.0,CHEMBL2234368,NS(=O)(=O)C1=CC=C(N2N=C(C3=CC=CC=C3)C3=C(C(F)(F)F)C=C(C(F)(F)F)N=C32)C=C1,1,0.381,0.64,486.4
22,36,CN,3,1357,1329,28,0.2576,0.3808,92.42,787,780,7,0.242,99.11,524,512,12,0.296,97.71,46,37,9,0.235,80.43,CHEMBL139419,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N4C/C(=N\O)C(C(=O)O)C4)C3)[C@H](C)[C@H]12,1,0.381,1.0,482.5,CHEMBL12582,CNN1C=C(C(=O)O)C(=O)C2=CC(F)=C(N3CCC(O)C3)C=C21,1,0.381,0.989,321.3,CS000298701,Cn1c2c(c3ccccc31)SSSSS2,1,0.381,0.875,289.5
23,1133,C#N,3,1495,1302,193,0.2815,0.3808,85.23,805,751,54,0.285,93.29,492,384,108,0.283,78.05,198,167,31,0.276,84.34,CHEMBL4440551,N#CC1=CC=C(CN2C=C(CN3C4=CC=C(/C=N/NC(=O)C5=CC=CC=C5)C=C4SC4=CC=C(C(F)(F)F)C=C43)N=N2)C=C1,1,0.381,0.984,609.6,CHEMBL4100269,N#CC1=C(N)OC2=C(CNC3=C2C=CC=C3[N+](=O)[O-])C1C1=CC=C(Br)C=C1,1,0.381,0.984,425.2,CS000227735,N#CC1=C(N)OC2=C(C(C(F)(F)F)=NN2)C1C1=CC=CS1,1,0.381,0.611,312.3
24,1192,C-N,3,1369,1288,81,0.3119,0.3808,93.54,835,790,45,0.313,94.61,318,300,18,0.313,94.34,216,198,18,0.31,91.67,CHEMBL4464385,O=C(O)C(CC1=CNC2=CC=CC=C12)N1C(=O)/C(=C/C2=CC=C(OCC3=CC=C(Br)C=C3)C=C2)SC1=S,1,0.381,0.996,593.5,CHEMBL4218603,CN1C(=O)C2=C(N(CC3=CC(=O)OC4=CC=C(Br)C=C34)C=N2)N(C)C1=O,1,0.381,0.748,417.2,CHEMBL4854442,O=C(CN1C=NC2=C(N3CCOCC3)N=CN=C21)C1=NC=CS1,1,0.381,0.927,330.4
25,553,CCC,3,1355,1246,109,0.2795,0.3808,90.92,641,604,37,0.258,94.23,309,261,48,0.284,84.47,405,381,24,0.296,94.07,CHEMBL181014,C/C=C/C=C/C(=O)N[C@@H](CC(=O)N[C@H](C(=O)[C@@H]1C(=O)N(CCOC)C(=O)[C@H]1C)C(C)C)C1=CC=CC=C1,1,0.381,0.83,511.6,CHEMBL275411,CCN1CCN(C2=CC3=C(C=C2F)C(=O)C(C(=O)O)=CN3C(C)C)CC1,1,0.381,0.977,361.4,CHEMBL1164866,CC(C)[C@H]1C(=O)N(C)[C@@H](C)C(=O)NCCC[C@H](NC(=O)/C=C/C=C/[C@@H](O)[C@@H](C)O)C(=O)N1C,1,0.381,0.945,466.6
26,89,CS,3,1236,1212,24,0.2594,0.3808,97.67,630,621,9,0.326,98.57,484,473,11,0.224,97.73,122,118,4,0.228,96.72,CHEMBL3274209,CN1N=NN=C1SCC1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)C(NC(=O)COCC(=O)[O-])C3=CC=CC=C3)[C@H]2SC1,1,0.381,0.965,575.6,CHEMBL305472,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3=CC=C4NC(C5=CC=CS5)=NC4=C3)CS[C@H]12)C1=CSC(N)=N1,1,0.377,0.993,596.7,CHEMBL32849,C=C1/C=C(\C)[C@H](CC)OC(=O)[C@H](C)C(=O)[C@@](O)(CO)C/C(SC)=C/[C@@H](C)C1,1,0.381,0.722,396.5
27,12,CC=O,3,1308,1173,135,0.3054,0.3808,88.81,560,530,30,0.304,94.64,364,303,61,0.316,83.24,384,340,44,0.296,88.54,CHEMBL1161524,O=C(O)C1=C(C2=CC=CC=C2)CC2CC(=O)N12,1,0.381,0.981,229.2,CHEMBL1161530,O=C(O)C1=C(C2=CC=CN=C2)CC2CC(=O)N12,1,0.381,0.939,230.2,CHEMBL460647,CC(C)=CCC1=C(O)C=C(O)C2=C1OC(C1=CC=C(O)C=C1)CC2=O,1,0.381,0.769,340.4
28,1325,FC1=CC=CC=C1,3,1265,1172,93,0.2971,0.3808,92.54,500,473,27,0.295,94.6,426,385,41,0.316,90.38,339,314,25,0.281,92.63,CHEMBL202801,CCC1=CC(NC2=CC(=O)N(CCCCN3CCN(C4=CC5=C(C=C4F)C(=O)C(C(=O)O)=CN5C4=CC=C(F)C=C4)CC3)C(=O)N2)=CC=C1C,1,0.381,0.963,684.7,CHEMBL465726,C/C(=N/OC(=O)/C=C/C1=CC=CC=C1)N1N=C(C2=CC=C(Cl)C=C2Cl)CC1C1=CC=CC=C1F,1,0.381,0.935,496.4,CHEMBL211318,FC1=CC=CC(B2OCC3=CC(F)=CC=C23)=C1,1,0.381,0.993,230.0
29,928,COC1=CC=CC=C1,3,1238,1125,113,0.2977,0.3808,90.79,564,516,48,0.294,91.49,353,313,40,0.299,88.67,321,296,25,0.3,92.21,CHEMBL441151,COC1=CC=C(C2=NN3C(COC4=CC=C(SC)C=C4)=NN=C3S2)C=C1,1,0.381,0.971,384.5,CHEMBL31507,COC1=CC=C(N2C=C(C(=O)O)C(=O)C3=CC(F)=C(N4CCN(C)CC4)C=C32)C=C1,1,0.381,0.961,411.4,CHEMBL394658,O=[N+]([O-])C1=CC=C2N=C(COC3=CC=CC=C3)OC2=C1,1,0.381,0.991,270.2
30,836,CNC(C)=O,3,1179,1083,96,0.3032,0.3808,77.62,1098,1049,49,0.317,95.54,75,28,47,0.321,37.33,6,6,0,0.272,100.0,CHEMBL367026,CC(=O)NC[C@H]1CN(C2=CC=C(N3C=CC=C3)C(F)=C2)C(=O)O1,1,0.381,0.983,317.3,CS000209275,CC(=O)NC[C@H]1CN(c2ccc(N3CCSCC3)c(F)c2)C(=O)O1,0,0.381,0.076,353.4,CHEMBL1823035,CC(=O)NCC1=CC(O)=CC(C2=CC=CC=N2)=N1,1,0.381,0.806,243.3
31,2298,FC1=CC=CC(F)=C1,3,1009,1000,9,0.3099,0.3808,98.55,167,166,1,0.252,99.4,151,146,5,0.341,96.69,691,688,3,0.337,99.57,CS000459906,O=c1ccsn1-c1ccc(F)cc1F,1,0.381,0.986,213.2,CHEMBL147475,CC1=C(F)C(N2CC[C@H](N)C2)=NC2=C1C(=O)C(C(=O)O)=CN2C1=CC=C(F)C=C1F,1,0.381,0.992,418.4,CHEMBL446503,C[C@@H](S[C@H]1CO[C@H](C2=CC=C(C(=O)NC3=CC=C(C#N)C(Cl)=C3)C=C2)OC1)[C@](O)(CN1C=NC=N1)C1=CC=C(F)C=C1F,1,0.381,0.992,626.1
32,608,C1=COC=C1,3,1288,977,311,0.4263,0.7616,72.22,660,562,98,0.449,85.15,392,263,129,0.389,67.09,236,152,84,0.441,64.41,CS000004800,O=C(N/N=C/c1ccc([N+](=O)[O-])o1)C1CC1c1ccccc1,1,0.762,0.895,299.3,CHEMBL4587412,CC1=CC=C2C(C3=CC4=CC=CC=C4OC3=O)=COC2=C1,1,0.762,0.68,276.3,CHEMBL3260884,CC(=O)N1N=C(C2=CC=C(F)C=C2)OC1C1=CC=C([N+](=O)[O-])O1,1,0.762,0.901,319.2
33,561,CC(C)C,3,1039,951,88,0.2899,0.3808,87.96,650,612,38,0.286,94.15,301,268,33,0.303,89.04,88,71,17,0.281,80.68,CHEMBL3342826,CC(C)(C)C1=CC=C(C(O)CN2CCC(C(O)(C3=CC=CC=C3)C3=CC=CC=C3)CC2)C=C1,1,0.381,0.953,443.6,CHEMBL47617,CC(C)(C)N1C=C(C(=O)O)C(=O)C2=CC(N)=C(N3CCN(C4=CC=CC=N4)CC3)C=C21,1,0.381,0.87,421.5,CS002642902,CC1=CC=C(NC2=NC(C(C)(C)C)=C[Se]2)C=C1,1,0.381,0.962,293.3
34,1703,CCOC=O,3,1070,940,130,0.2947,0.3808,87.74,442,397,45,0.286,89.82,382,327,55,0.314,85.6,246,216,30,0.284,87.8,CHEMBL392089,CCOC(=O)C1=CC2=C(C=C1C(=O)NC1CCC3=NN(C4=CC=NC5=CC=C(OC)N=C45)C=C3C1)NC(=O)CS2,1,0.381,0.992,558.6,CHEMBL2238139,CCOC(=O)C1=C(C)N=C2SC3=CC=CC=C3N2C1C1=CC=CC=C1O,1,0.381,0.936,366.4,CHEMBL3237209,CCOC(=O)C1=C(C2=CC=CC=C2)N(C2=CC=CC([N+](=O)[O-])=C2)N=C1C(=O)NC1=CC=CC=C1C(F)(F)F,1,0.381,0.949,524.5
35,729,C-C-C(Cl)-C,3,932,836,96,0.2835,0.3808,89.51,429,394,35,0.26,91.84,323,280,43,0.298,86.69,180,162,18,0.293,90.0,CHEMBL5290441,O=C(O)C1=CN(C2CC2)C2=CC(N3CCN(CC4=NC5=CC=C(Cl)C=C5C(=O)N4)CC3)=C(F)C=C2C1=O,1,0.381,0.986,524.0,CHEMBL2234681,CCN(CC)C1=CC=CC(OCC2=CC(=O)OC3=CC=C(Cl)C=C23)=C1,1,0.381,0.825,357.8,CHEMBL3088306,CCOC(=O)C(CC1=CC=C(OCC2=CC(=O)OC3=CC=C(Cl)C=C23)C=C1)NC(=O)C1=CC=CC=C1,1,0.381,0.975,506.0
36,250,CCC=O,3,836,822,14,0.2853,0.3808,97.44,537,534,3,0.315,99.44,156,146,10,0.226,93.59,143,142,1,0.315,99.3,CHEMBL1939251,C=C[C@]1(C)C[C@@H](OC(=O)N2CC3=CC=C(NC(=O)CN4CCN(CCO)CC4)C=C3C2=O)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,1,0.381,0.987,664.8,CHEMBL5170798,C=C[C@]1(C)C[C@@H](OC(=O)CSC2=NC(N3CCC(N(C)C)CC3)=C3C=CSC3=N2)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,1,0.381,0.823,654.9,CHEMBL297201,CO[C@H]1CN(CC2=CC=C(C#N)C=C2)C[C@H](OCC23C[C@@H]4[C@H](C)CC[C@H]4C4(C=O)CC2C=C(C(C)C)C34C(=O)O)O[C@@H]1C,1,0.381,0.982,590.8
37,247,C=C,3,822,813,9,0.3019,0.3808,96.52,606,605,1,0.316,99.83,165,161,4,0.261,97.58,51,47,4,0.329,92.16,CHEMBL387847,C=CB(OC1=CC=CC2=CC=CN=C12)C1=CC=CC(C#N)=C1,1,0.381,0.994,284.1,CHEMBL102466,C=CN1C=C(C(=O)O)C(=O)C2=CC(F)=C(N3CCN(C)CC3)N=C21,1,0.381,0.993,332.3,CHEMBL550976,[C-]#[N+][C@@]12C=CC(C)(C)C3=C4C5=C(C=CC=C5N3)C(C)(C)[C@@H](C[C@@H](Cl)[C@]1(C)C=C)[C@@]42O,1,0.381,0.986,421.0
38,107,CNC,3,867,799,68,0.2529,0.3808,90.88,462,429,33,0.246,92.86,305,283,22,0.249,92.79,100,87,13,0.263,87.0,CHEMBL4228330,CN(C)C1=NC(C2=CC=C(OCC3=CC=C(F)C=C3)C=C2)N=C(N)N1,1,0.381,0.962,341.4,CHEMBL3581930,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)C4=C(O)C5=C(C(F)=C4C[C@H]3C[C@@H]12)[C@@H]1[C@@H](CCN1CCNCC(F)F)CN5,1,0.381,0.993,635.6,CHEMBL4226961,CN(C)C1=NC(C2=CC=C(OCC(=O)C3=CC=C(Br)C=C3)C=C2)N=C(N)N1,1,0.381,0.956,430.3
39,518,OC1=CC=CC=C1,3,882,797,85,0.2981,0.3808,86.29,451,424,27,0.282,94.01,309,284,25,0.335,91.91,122,89,33,0.276,72.95,CHEMBL1956775,CC(NC1=CC=CC=C1)(C1=CC=CN=C1)P(=O)(OC1=CC=CC=C1)OC1=CC=CC=C1,1,0.381,0.965,430.4,CHEMBL32347,CN1CCN(C2=CC3=C(C=C2F)C(=O)C(C(=O)O)=CN3C2=CC=C(O)C=C2)CC1,1,0.381,0.977,397.4,CHEMBL1956884,CC(NNC1=CC=CC=C1)(C1=CC=CN=C1)P(=O)(OC1=CC=CC=C1)OC1=CC=CC=C1,1,0.381,0.982,445.5
