rank,fragment_id,fragment_smiles,pathogen_count,total_compounds,total_tp,total_tn,overall_avg_attribution,overall_max_attribution,avg_activity_rate_percent,SA_compounds,SA_tp,SA_tn,SA_avg_attr,SA_activity_pct,EC_compounds,EC_tp,EC_tn,EC_avg_attr,EC_activity_pct,CA_compounds,CA_tp,CA_tn,CA_avg_attr,CA_activity_pct,SA_example_id,SA_example_smiles,SA_example_target,SA_example_attr,SA_example_pred,SA_example_mw,EC_example_id,EC_example_smiles,EC_example_target,EC_example_attr,EC_example_pred,EC_example_mw,CA_example_id,CA_example_smiles,CA_example_target,CA_example_attr,CA_example_pred,CA_example_mw
1,16,C1=CC=CC=C1,3,33038,27606,5432,0.3497,0.7616,80.37,18187,16210,1977,0.379,89.13,9187,7269,1918,0.318,79.12,5664,4127,1537,0.352,72.86,CHEMBL4294958,CCCC(=O)C1=C(O)C=C(O)C2=C1OC1=C(C(=O)C(C)(C)C(=O)C1(C)C)C2CC(C)C,1,0.762,0.975,428.5,CHEMBL5418772,[C-]#[N+]C1=CC=C(NC(=O)C2=CC=CN=C2)C=C1,1,0.762,0.975,223.2,CS000015760,O=Nc1c(Br)cc(N2CCOCC2)cc1Br,1,0.762,0.836,350.0
2,135,C1C=CNC=C1,3,6053,5788,265,0.5668,0.7616,93.2,3148,3078,70,0.531,97.78,2802,2619,183,0.664,93.47,103,91,12,0.505,88.35,CHEMBL3617596,CCN1C=C(C(=O)NN)C(=O)C2=CC=C(C)N=C21,1,0.762,0.908,246.3,CHEMBL47028,CN1CCN(C2=C(F)C(N)=C3C(=O)C(C(=O)O)=CN(C4CC4)C3=C2F)CC1,1,0.762,0.984,378.4,CHEMBL4161550,O=C(N/N=C/C1=CC=C(Cl)C=C1)C1=CNC2=CC=C(Cl)C=C2C1=O,1,0.762,0.921,360.2
3,353,C1=CC=NC=C1,3,5811,4897,914,0.4202,0.7616,81.52,2905,2671,234,0.418,91.94,1934,1493,441,0.399,77.2,972,733,239,0.444,75.41,CHEMBL1911468,O=C(N/N=C/C1=CN=CN1)C1=CN=C2C(C(F)(F)F)=CC=CC2=C1O,1,0.762,0.981,349.3,CHEMBL2164869,NC(=O)C1=CC2=C(N3CCC(O)CC3)C(Br)=C(C(F)(F)F)N=C2N=C1N,1,0.762,0.928,434.2,CHEMBL309448,CC(C)(C)C1=NN=C2C=CN=CC2=N1,1,0.762,0.54,188.2
4,519,C1=CNC=C1,3,3900,3242,658,0.4417,0.7616,79.9,2138,1919,219,0.425,89.76,1179,888,291,0.44,75.32,583,435,148,0.46,74.61,CHEMBL1222701,CC1=CC=CC=C1C1C(C#N)=C(N)OC(C2=CNC3=CC=CC=C23)=C1C#N,1,0.762,0.991,352.4,CHEMBL1222700,CC1=CC=C(C2C(C#N)=C(N)OC(C3=CNC4=CC=CC=C34)=C2C#N)C=C1,1,0.762,0.981,352.4,CHEMBL3086186,O=[N+]([O-])C1=CNC(C2=NN=C(C3(C4=CC=CC=C4)CC3)O2)=C1,1,0.762,0.98,296.3
5,475,C1=CNC=N1,3,3902,3181,721,0.4666,0.7616,80.61,1548,1400,148,0.462,90.44,1186,837,349,0.504,70.57,1168,944,224,0.434,80.82,CHEMBL1771499,C/C(=N\N=C1\NC(=O)CS1)C1=C(C)NC(C2=CC=CC=C2)=N1,1,0.762,0.579,313.4,CHEMBL3086208,N#CCCCSC(=S)N1C=NC2=CC=CC=C21,1,0.762,0.942,261.4,CHEMBL232869,CC1=CC=C2NC(CNC3=CC=CC=C3)=NC2=C1,1,0.762,0.935,237.3
6,191,C1=CC=C2NC=CCC2=C1,3,3099,2951,148,0.6408,0.7616,93.25,1610,1556,54,0.682,96.65,1406,1321,85,0.663,93.95,83,74,9,0.577,89.16,CHEMBL2381910,CCOC(=O)C1=CN(CC(O)CN2C=NC=N2)C2=CC(Cl)=C(F)C=C2C1=O,1,0.762,0.989,394.8,CHEMBL330779,NC1CCN(C2=C(F)C=C3C(=O)C(C(=O)O)=CN(C4CC4)C3=C2F)CC1,1,0.762,0.996,363.4,CHEMBL3334504,O=C(O)C1=CN(CC(O)CN2C=NC([N+](=O)[O-])=C2)C2=C(F)C=C(F)C=C2C1=O,1,0.762,0.837,394.3
7,3,C1CCN1,3,2976,2914,62,0.4138,0.7616,82.43,1514,1507,7,0.449,99.54,1382,1368,14,0.312,98.99,80,39,41,0.481,48.75,CHEMBL2235478,O=C1C(Cl)C2(C(=O)NC3=CC=CC=C32)N1C1=CC=CC=C1,1,0.762,0.955,298.7,CHEMBL306713,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCOC(N)=O)S[C@H]12,1,0.762,0.989,334.4,CHEMBL2235686,COC1=CC=C(C2C(Cl)C(=O)N2/N=C2\C(=O)NC3=CC=C(Cl)C=C23)C=C1,1,0.762,0.834,390.2
8,71,C1=CSC=N1,3,3305,2815,490,0.4418,0.7616,84.61,1343,1149,194,0.412,85.55,1348,1162,186,0.413,86.2,614,504,110,0.5,82.08,CHEMBL1946879,NC1=NC(COC(=O)C2=CC=C(Br)C=C2)=CS1,1,0.762,0.954,313.2,CHEMBL2036908,C/C(=N\NC1=NC(C2=CC=C(I)C=C2)=CS1)C1=CC2=CC=CC=C2OC1=O,1,0.762,0.735,487.3,CHEMBL1946674,NC1=NC(COC(=O)C2=CC=CO2)=CS1,1,0.762,0.949,224.2
9,26,C1CCCCC1,3,2893,2528,365,0.3841,0.7616,84.32,1648,1532,116,0.398,92.96,668,535,133,0.378,80.09,577,461,116,0.376,79.9,CHEMBL4638855,COC1=CC=CC(C2=CN=CN2C2CCCCC2)=C1,1,0.762,0.836,256.3,CHEMBL3298263,CC(=O)C1=C[C@@]2(C)C(=CC1=O)[C@H](O)CC[C@@H]2C,1,0.762,0.589,234.3,CHEMBL2071360,[C-]#[N+][C@@H]1C2=C3C(=O)NC4=CC=CC(=C34)C(C)(C)[C@H]2C[C@@H](Cl)[C@]1(C)C=C,1,0.762,0.992,352.9
10,136,C1CC1,3,2431,2372,59,0.2532,0.7616,90.83,1166,1144,22,0.234,98.11,1198,1177,21,0.21,98.25,67,51,16,0.316,76.12,CHEMBL3828481,CCOC(=O)C1C(C(=O)C2=CC=CS2)C1C1=CC=C(OCC)C=C1,1,0.762,0.734,344.4,CHEMBL3828481,CCOC(=O)C1C(C(=O)C2=CC=CS2)C1C1=CC=C(OCC)C=C1,1,0.762,0.5,344.4,CS000448881,Nc1nc(C2CCN(C(=O)CC3CC3)CC2)cc(C(F)(F)F)n1,0,0.762,0.19,328.3
11,137,C1=CC=C(N2CCNCC2)C=C1,3,2198,2099,99,0.3663,0.7616,79.52,1222,1192,30,0.392,97.55,911,878,33,0.329,96.38,65,29,36,0.379,44.62,CS000035803,CC1CN(c2ccc([N+](=O)[O-])c(NCCOc3ccc(Cl)cc3)c2)CC(C)N1,1,0.762,0.953,404.9,CHEMBL193048,CN(C)CCNC1=CC=CC(C(=O)/C=C/C2=CC(C3=CC=CC=C3)=CC=C2N2CCN(C)CC2)=C1,1,0.754,0.768,468.6,CS000278570,Cc1ccccc1N1CCN(CC(=O)N2CCN(c3ccccc3C)CC2)CC1,0,0.755,0.223,392.5
12,134,C1CNCCN1,3,2137,1904,233,0.254,0.7616,76.6,1039,963,76,0.274,92.69,960,878,82,0.23,91.46,138,63,75,0.258,45.65,CHEMBL231403,N#CCN1CCN(CC2=CC=CC=C2)CC1,1,0.762,0.616,215.3,CS000332325,Fc1nc(N2CCNCC2)c(F)c(Sc2ccc(Cl)cc2)c1F,1,0.762,0.533,359.8,CHEMBL1079158,CS[C@@]12CC3=COC=C[C@H](OC(C)=O)[C@H]3N1C[C@]1(SC)CC3=COC=C[C@H](O)[C@H]3N1C2,0,0.762,0.309,464.6
13,832,C1NCCO1,3,2008,1897,111,0.545,0.7616,84.61,1822,1775,47,0.591,97.42,157,94,63,0.42,59.87,29,28,1,0.624,96.55,CHEMBL5084932,CCC(=O)NC[C@H]1CN(C2=CC=C(N3CCOCC3)C(F)=C2)C(=O)O1,1,0.762,0.894,351.4,CS000209275,CC(=O)NC[C@H]1CN(c2ccc(N3CCSCC3)c(F)c2)C(=O)O1,0,0.762,0.076,353.4,CHEMBL5277002,O=C(/C=C/C1=CC=C(F)C=C1)C1=CC=C(C2=CC=C(N3C[C@H](CO)OC3=O)C=C2)C=C1,1,0.693,0.655,417.4
14,833,C1OCCN1C1=CC=CC=C1,3,2003,1873,130,0.5762,0.7616,75.82,1856,1790,66,0.673,96.44,113,55,58,0.452,48.67,34,28,6,0.604,82.35,CHEMBL2377656,CC(=O)NC[C@H]1CN(C2=CC(F)=C(N3CCON(C(=O)CO)CC3)C(F)=C2)C(=O)O1,1,0.762,0.977,428.4,CHEMBL4225749,O=C1NC(=O)C2(CC3=CC(N4C[C@H](CO)OC4=O)=CC=C3N3CCOCC32)C(=O)N1,0,0.762,0.21,416.4,CHEMBL2337827,O=C1O[C@@H](CNS(=O)(=O)C2=CC=C(F)C=C2)CN1C1=CC=C(N2CCNCC2)C(F)=C1,1,0.762,0.979,452.5
15,889,C1=CNN=C1,3,2032,1813,219,0.4821,0.7616,86.66,1135,1073,62,0.455,94.54,634,521,113,0.516,82.18,263,219,44,0.475,83.27,CHEMBL2331930,CSC1=CC=C(C2=NNC=C2/C=N/NC(=O)CSC2=NC3=CC=CC=C3O2)C=C1,1,0.762,0.815,423.5,CHEMBL1241729,O=C(CN1N=CC2=CC([N+](=O)[O-])=CC=C21)N/N=C/C1=CC=CC=C1Br,1,0.762,0.887,402.2,CHEMBL2296730,CC1=CC(C)=NC(N2N=C(N)C(/N=N/C3=CC=C(F)C=C3)=C2N)=N1,1,0.762,0.947,326.3
16,219,C1CCNC1,3,1836,1742,94,0.2958,0.7616,89.77,1021,984,37,0.318,96.38,728,690,38,0.204,94.78,87,68,19,0.365,78.16,CHEMBL5268373,O=C(C1=CC=C(F)C=C1)C1C(C2=CC=C(Br)C=C2)CNC12C(=O)NC1=CC=CC=C12,1,0.762,0.915,465.3,CHEMBL4536741,COC1=CC([C@@H]2[C@@H](O)[C@H](O)[C@@H](C)N2C)=C(F)C(C)=C1OC,1,0.762,0.797,299.3,CHEMBL5093103,O=C(NCCC1=CC=C(C2=CC=C(Cl)C(Cl)=C2)C=C1)C1CCCN1,1,0.762,0.814,363.3
17,874,C1=CC=C2NC=CC2=C1,3,2093,1702,391,0.447,0.7616,75.95,1243,1103,140,0.506,88.74,616,441,175,0.458,71.59,234,158,76,0.377,67.52,CHEMBL3908599,OC(CNCCC1=CC=CC(F)=C1)CN1C=CC2=CC(Br)=CC=C21,1,0.762,0.965,391.3,CHEMBL1222701,CC1=CC=CC=C1C1C(C#N)=C(N)OC(C2=CNC3=CC=CC=C23)=C1C#N,1,0.762,0.982,352.4,CHEMBL318721,CCC(CC)N1C=CC2=C3C(N)=NC(N)=NC3=CC=C21,1,0.762,0.874,269.4
18,138,C1=CC2=C(C=C1)NC=CC2,3,1678,1611,67,0.5759,0.7616,75.32,872,846,26,0.695,97.02,797,762,35,0.682,95.61,9,3,6,0.35,33.33,CHEMBL4632850,COC1=C(N2CCN(C/C(C)=N/NC(=O)C3=CC=C(Cl)C=C3)CC2)C(F)=CC2=C1N(C1CC1)C=C(C(=O)O)C2=O,1,0.762,0.983,570.0,CHEMBL277797,CC1=C(F)C(N2CCC(N)C2)=C(F)C2=C1C(=O)C(C(=O)O)=CN2C1CC1,1,0.762,0.997,363.4,CHEMBL4750681,CCCCCCCCN1CCN(C2=CC3=C(C=C2F)C(=O)C(C2=CSC(N)=N2)=CN3CC)CC1,0,0.721,0.455,485.7
19,520,C1=CN=CN=C1,3,1811,1604,207,0.456,0.7616,85.83,950,898,52,0.45,94.53,590,489,101,0.447,82.88,271,217,54,0.472,80.07,CHEMBL171742,COC1=CC(CC2=CN=C(N)N=C2N)=CC(Cl)=C1OC,1,0.762,0.97,294.7,CHEMBL3272713,NC1=NC(N)=C2C=C(SC3=CC=CC=C3Cl)C=CC2=N1,1,0.762,0.932,302.8,CHEMBL121669,CC(C)COC1=CC=C2N=C(N)N=C(N)C2=C1SC1=CC=C(C(C)(C)C)C=C1,1,0.762,0.84,396.6
20,474,C1CCNCC1,3,1844,1555,289,0.3701,0.7616,84.04,973,829,144,0.344,85.2,521,432,89,0.375,82.92,350,294,56,0.391,84.0,CHEMBL372333,ClC1=CC=CC(N2N=C(C3CCNCC3)C=C2/C=C/C2=CC=C(Cl)C(Cl)=C2)=C1,1,0.762,0.988,432.8,CHEMBL2380600,CC(C)C1/C(=N/OC(=O)OC2=CC=CC=C2)CC(C2=CC=CC=C2)N(C)C1C1=CC=CC=C1,1,0.762,0.882,442.6,CHEMBL559424,CC1=CC=C(C2NC(C3=CC=C(C)C=C3)C(C)C(=NOCC3=CC=CC=C3)C2C)C=C1,1,0.762,0.957,412.6
21,384,C1CSCN1,3,1587,1433,154,0.5261,0.7616,88.8,726,694,32,0.482,95.59,372,306,66,0.535,82.26,489,433,56,0.562,88.55,CHEMBL550345,O=C1NC(=S)/C(=C/C2=CC=C(Br)C=C2)S1,1,0.762,0.987,300.2,CHEMBL4169728,CCCCCCCCCCCCCC(=O)NN1C(=O)CSC1C1=CC=C(C)C=C1,1,0.762,0.859,418.6,CHEMBL5433185,O=C1S/C(=C\C2=CN=C(C(F)(F)F)N=C2)C(=O)N1C(=O)C1=CC=C(Br)C=C1,1,0.762,0.972,458.2
22,1,C1=CNN=N1,3,1674,1429,245,0.4432,0.7616,85.32,710,645,65,0.451,90.85,574,437,137,0.492,76.13,390,347,43,0.386,88.97,CHEMBL4638474,O=C(NCC1=CN(CC2=CC=C(C(F)(F)F)C=C2)N=N1)C1=CC=CN=C1,1,0.762,0.972,361.3,CHEMBL5397905,NC(=S)N/N=C/C1=CC=C(OCC2=CN(CC3=CC=C(Br)C=C3)N=N2)C=C1,1,0.762,0.77,445.3,CHEMBL4461573,CCOC(=O)C1=CC2=CC=C(OCC3=CN(CC4=CC=C(F)C=C4)N=N3)C=C2OC1=O,1,0.762,0.956,423.4
23,617,C1=CC=C(N2CCCC2)C=C1,3,1291,1286,5,0.4926,0.7616,97.22,700,698,2,0.517,99.71,578,576,2,0.336,99.65,13,12,1,0.625,92.31,CHEMBL227238,CC1=C(N2CC[C@@H]([C@H](C)N)C2)C(F)=CC2=C1N(C1CC1)C(=O)NC2=O,1,0.728,0.995,346.4,CHEMBL5276709,CC1=C(Cl)C(Cl)=C(C(=O)NC2=NC3=C(N4[C@@H]5CC[C@H]4COC5)C=C(C(=O)O)C=C3S2)N1,1,0.747,0.874,481.4,CHEMBL1270524,CN(C)[C@H]1CCN(C2=C3OC(C(C)(C)C)=NC3=C(C#N)C=C2C2=CC=CC=C2)C1,1,0.762,0.681,388.5
24,55,C1=CCOC=C1,3,1470,1269,201,0.5064,0.7616,85.9,698,622,76,0.508,89.11,434,349,85,0.485,80.41,338,298,40,0.526,88.17,CHEMBL4099139,CC1=CC=C2C(C(CC(=O)O)C3=C(O)NN=C3C)=CC(=O)OC2=C1,1,0.762,0.98,328.3,CHEMBL2234669,CC(=O)NC1=CC=CC(OCC2=CC(=O)OC3=CC=C(C)C=C23)=C1,1,0.762,0.821,323.3,CHEMBL2234682,CCN(CC)C1=CC=CC(OCC2=CC(=O)OC3=CC=C(Br)C=C23)=C1,1,0.762,0.986,402.3
25,1426,C1=CC=C(C2=CC=CC=C2)C=C1,3,1264,1177,87,0.5111,0.7616,90.31,785,761,24,0.498,96.94,225,201,24,0.456,89.33,254,215,39,0.579,84.65,CHEMBL2159882,COC1=CC2=CC3=C4C=C(C5=CC=C(C)C=C5)C(OC)=CC4=CC=[N+]3C=C2C=C1OC,1,0.762,0.97,410.5,CHEMBL1818124,CCOC1=CC=C(Br)C=C1C1=CC2=NC(N)=NC(N)=C2C=C1C,1,0.762,0.89,373.3,CHEMBL3234120,CCC1=NC(N)=NC(N)=C1C#CC(C)C1=CC=C(C2=CC=C(C#N)C=C2)C=C1OC,1,0.762,0.921,397.5
26,220,C1CCCC1,3,1210,1122,88,0.3512,0.7616,90.24,740,711,29,0.312,96.08,227,190,37,0.367,83.7,243,221,22,0.375,90.95,CHEMBL2337355,CCN(CC)C(=O)N[C@@]1([C@H](C)O)[C@@H](N)[C@H](NC2=CC=CC(F)=C2)[C@](O)(CO)[C@]1(C)O,1,0.762,0.827,428.5,CHEMBL1909983,C[C@H]1C[C@@H]2[C@H](CC[C@](C)(O)/C=C3\[C@H](O)[C@@H](C)C[C@@]3(O)C1=O)C2(C)C,1,0.762,0.894,336.5,CHEMBL520833,O=C1/C(=C/C2=CC=CC=C2)CCC1CC1NCCC2=CC=CC=C21,1,0.762,0.646,317.4
27,340,C1=CSC=C1,3,1507,1115,392,0.4206,0.7616,72.9,596,507,89,0.41,85.07,504,333,171,0.399,66.07,407,275,132,0.453,67.57,CHEMBL5278989,CC1CCC2=C(C1)SC(NC(=O)C1=CC=C(F)C=C1)=C2C(=O)O,1,0.762,0.968,333.4,CHEMBL5284521,CC1=C(C(=O)NC2=C(C(=O)O)C3=C(CC(C)CC3)S2)C=CC=C1[N+](=O)[O-],1,0.762,0.881,374.4,CHEMBL1917292,CC(=O)N1N=C(C2=CC=C(C)C=C2)OC1C1=CC=C([N+](=O)[O-])S1,1,0.762,0.967,331.4
28,70,C1=CC=[N+]C=C1,3,1101,1061,40,0.4203,0.7616,95.11,649,641,8,0.457,98.77,257,233,24,0.467,90.66,195,187,8,0.337,95.9,CHEMBL1242454,CCOC1=CC=C(/C=C/C2=CC=C3C=CC=CC3=[N+]2C)C=C1,1,0.762,0.985,290.4,CHEMBL4069254,CCOC1=CC=C(NC2=C3OC4=CC=CC=C4C3=[N+](C)C3=CC=CC=C23)C=C1,1,0.762,0.973,369.4,CHEMBL3753143,CCCCCCCCCCCCCCCCCC[N+]1=CC=C2C=CC=CC2=C1,1,0.762,0.919,382.7
29,631,C1C=CCC=C1,3,1217,1058,159,0.5438,0.7616,84.64,562,535,27,0.582,95.2,175,137,38,0.478,78.29,480,386,94,0.572,80.42,CHEMBL25472,CC1=CC(=NN2C=CC=C2)C=C(C)C1=O,1,0.762,0.942,200.2,CHEMBL64894,CN(C)C1=CC=C(C(=C2C=CC(=[N+](C)C)C=C2)C2=CC=C(N(C)C)C=C2)C=C1,1,0.762,0.505,372.5,CHEMBL2348709,COC(=O)C1=C(C)N=C(C)C2=C1C(=O)C(Br)=C(NC1=CC=C(F)C(F)=C1)C2=O,1,0.762,0.986,451.2
30,710,C1=CC=C2N=CC=CC2=C1,3,1210,1058,152,0.5118,0.7616,86.88,598,550,48,0.533,91.97,393,313,80,0.51,79.64,219,195,24,0.493,89.04,CS000079685,COc1ccc(/C=C/[C@H]2CN3CC[C@H]2C[C@H]3[C@H](O)c2ccnc3ccc(OC)cc23)cc1,1,0.762,0.958,430.5,CHEMBL1209939,FC(F)C(F)(F)OC1=CC=CC(/C=N/NC2=CC(C(F)(F)F)=NC3=C(C(F)(F)F)C=CC=C23)=C1,1,0.762,0.915,499.3,CHEMBL585266,CCCC(=O)NC(C1=CC=CC([N+](=O)[O-])=C1)C1=CC=C2C=CC=NC2=C1O,1,0.762,0.972,365.4
31,93,C1=CCCCC1,3,1213,1042,171,0.4123,0.7616,83.35,587,559,28,0.394,95.23,366,278,88,0.373,75.96,260,205,55,0.47,78.85,CHEMBL3944410,C=C[C@]1(C)C=C2C(=O)C=C3C(C)(C)[C@H](O)CC[C@]3(O)[C@H]2CC1,1,0.762,0.994,302.4,CHEMBL3359152,CC[C@@H](C)[C@H]1C=C[C@H]2[C@H](O)[C@H](O)C[C@@H](C)[C@@H]2[C@@]1(C)C(=O)/C=C/OC,1,0.762,0.864,336.5,CHEMBL4534533,CC(=O)O[C@@H]1C[C@H]2O[C@@H]3C=C(CO)CC[C@]3(C)[C@]1(C)[C@]21CO1,1,0.762,0.992,308.4
32,2019,C1=NN=CO1,3,1092,993,99,0.5236,0.7616,88.14,528,505,23,0.536,95.64,393,353,40,0.538,89.82,171,135,36,0.497,78.95,CHEMBL1276322,COC1=CC(C2=NN=C(C3=CC=CC=C3COC3=CC=CC(C)=C3)O2)=CC(OC)=C1OC,1,0.762,0.96,432.5,CHEMBL2153813,ClC1=CC=C(C2=NN=C(C3=CC(Br)=C(Br)N3)O2)C(Cl)=C1,1,0.762,0.968,437.9,CHEMBL1087273,COC1=CC=C(C2=NN=C(C3=CC=CC=C3C(F)(F)F)O2)C(F)=C1,1,0.762,0.958,338.3
33,891,C1=CC=C(N2C=CC=N2)C=C1,3,1047,986,61,0.5354,0.7616,92.21,584,574,10,0.552,98.29,307,272,35,0.557,88.6,156,140,16,0.498,89.74,CHEMBL1760833,NC(=S)C1=CN(C2=CC=C(S(N)(=O)=O)C=C2)N=C1C1=CC=CS1,1,0.762,0.943,364.5,CHEMBL4455744,C/C(=N\NC(=N)N)C1=C(C)N(C2=CC=C(C#CC3CCCC3)C=C2)N=C1,1,0.762,0.956,348.5,CHEMBL3237216,O=C(NC1=CC=CC(C(F)(F)F)=C1)C1=NN(C2=CC=CC([N+](=O)[O-])=C2)C(C2=CC=CC=C2)=C1C(=O)NC1=CC=CC(C(F)(F)F)=C1,1,0.762,0.951,639.5
34,194,C1=CNC2=CC(N3CCNCC3)=CC=C2C1,3,1010,984,26,0.6333,0.7616,95.01,522,508,14,0.655,97.32,478,467,11,0.664,97.7,10,9,1,0.581,90.0,CHEMBL371124,CN1CCN(C2=C(F)C=C3C(=O)C(C(=O)O)=CN(/C=C/F)C3=C2F)CC1,1,0.762,0.996,367.3,CHEMBL440333,O=C(O)C1=CN(C2CC2F)C2=C(F)C(N3CCNCC3)=C(F)C=C2C1=O,1,0.762,0.989,367.3,CHEMBL4783363,CCN1C=C(C2=CSC(N)=N2)C(=O)C2=CC(F)=C(N3CCN(CC(=O)N(CCO)CCO)CC3)C=C21,1,0.762,0.555,518.6
35,57,C1=CC=C2OCC=CC2=C1,3,1054,952,102,0.5108,0.7616,91.33,514,468,46,0.536,91.05,347,295,52,0.47,85.01,193,189,4,0.527,97.93,CHEMBL3310261,CC1=CC(=O)OC2=CC(OCC(O)CN3N=NC4=CC=CC=C43)=CC=C12,1,0.762,0.93,351.4,CHEMBL2234671,CC(=O)NC1=CC=CC(OCC2=CC(=O)OC3=CC=C4C=CC=CC4=C23)=C1,1,0.762,0.762,359.4,CHEMBL3088304,CCOC(=O)C(CC1=CC=C(OCC2=CC(=O)OC3=CC=C4C=CC=CC4=C23)C=C1)NC(=O)C1=CC=CC=C1,1,0.762,0.967,521.6
36,1776,C1=CC=C2NC=NC2=C1,3,1180,943,237,0.4979,0.7616,78.2,562,507,55,0.521,90.21,392,259,133,0.495,66.07,226,177,49,0.478,78.32,CHEMBL3264031,CCNC(=O)NC1=NC2=CC(C3=CC=C(C(N)=O)N=C3)=CC(C3=NC=CC=N3)=C2N1,1,0.762,0.918,402.4,CHEMBL3402901,CCCN1C(C2=CC=C(Cl)C=C2Cl)=NC2=CC(C(=O)N/N=C/C3=CC=CC=C3F)=CC=C21,1,0.762,0.946,469.3,CHEMBL395220,COC(=O)C1=CC=C2NC(COC3=CC=C(Cl)C=C3)=NC2=C1,1,0.762,0.971,316.7
37,1295,C1=NN=CN1,3,976,905,71,0.486,0.7616,92.52,429,398,31,0.438,92.77,424,394,30,0.528,92.92,123,113,10,0.492,91.87,CHEMBL4467784,C/C=N/N1C(S)=NN=C1C1=CC=NC=C1,1,0.762,0.973,219.3,CHEMBL2261481,NN1C(S)=NN=C1C1=CC=CC=C1O,1,0.762,0.889,208.2,CHEMBL2043071,CS(=O)(=O)C1=CC=C(CC2=NN=C3SCC(C4=CC5=CC=CC=C5C(=O)O4)=NN23)C=C1,1,0.762,0.887,452.5
38,1101,C1=CCNC=C1,3,1007,898,109,0.4487,0.7616,82.35,497,471,26,0.491,94.77,448,386,62,0.595,86.16,62,41,21,0.261,66.13,CHEMBL4227773,CCOC(=O)C1=C(N2CCN(C3=CC=C(F)C=C3)CC2)C2=CC=CC=C2N(C)C1=O,1,0.762,0.905,409.5,CHEMBL4748335,CC1=NC2=C(O1)C1=CC(F)=C(N3C[C@@H](C)N[C@@H](C)C3)C(Cl)=C1N(C1CC1)C2=O,1,0.762,0.972,404.9,CHEMBL36946,C=C(C(=O)C(C)(C)C)N1C=CC=CC1=O,1,0.762,0.976,205.3
39,2300,C1=NNC=N1,3,1004,879,125,0.35,0.7616,87.31,168,158,10,0.395,94.05,220,174,46,0.426,79.09,616,547,69,0.229,88.8,CS000413460,C1=NN2N=CN=C2N=N1,1,0.762,0.97,122.1,CHEMBL4779857,O=C1C2=CC=CC(O)=C2C(=O)C2=C(O)C=C(CN3C=NC=N3)C=C12,1,0.762,0.663,321.3,CS000507829,c1nc2nnc(N3CCC3)nn2n1,1,0.762,0.686,177.2
40,1128,C1=CN=CNC1,3,924,840,84,0.551,0.7616,90.38,418,388,30,0.547,92.82,347,311,36,0.589,89.63,159,141,18,0.517,88.68,CHEMBL2296352,COC1=CC=C(C2=NC3=CC=CC=C3C(=O)N2C(=O)CCC(N)C(=O)O)C=C1,1,0.762,0.96,381.4,CHEMBL2238138,CCOC(=O)C1=C(C)N=C2SC3=CC=CC=C3N2C1C1=CC=C([N+](=O)[O-])C=C1,1,0.762,0.94,395.4,CHEMBL2282632,O=C(NCCN1C(C2=CC=CC=C2)=NC2=CC=C([N+](=O)[O-])C=C2C1=O)NC1=CC=C(Cl)C=C1,1,0.762,0.888,463.9
41,1056,C(NC1=CC=CC=C1)C1=CC=CC=C1,3,892,789,103,0.5217,0.7616,84.98,514,479,35,0.599,93.19,293,243,50,0.572,82.94,85,67,18,0.394,78.82,CHEMBL3764001,O=C(NCC1=CC=CC=C1)OC1=CC=C(Cl)C=C1C(=O)NC1=CC=C(F)C=C1,1,0.762,0.96,398.8,CHEMBL5410708,[C-]#[N+]C1=CC=C(NC(=O)C2=CC=C(OC)C=C2)C=C1,1,0.762,0.987,252.3,CHEMBL242331,NC1=CC=C(O)C(NC(=O)C2=CC=C(F)C=C2)=C1,1,0.762,0.542,246.2
42,92,C1C=CCCC1,3,840,787,53,0.4446,0.7616,88.12,535,522,13,0.371,97.57,263,232,31,0.428,88.21,42,33,9,0.535,78.57,CHEMBL4099369,CC1=CC(O)=C2C(=O)[C@@H]3[C@H](C[C@@H](O)C[C@H]3O)[C@@H](O)C2=C1O,1,0.762,0.869,294.3,CHEMBL4777810,C[C@H]1C=CC(=O)[C@]2(C)CC[C@H]3[C@@H]4C(CO)(CO)CC[C@]4(C)C[C@]132,1,0.762,0.715,318.5,CHEMBL4645172,CC1=C(CC2=C(C)C=CC=C2O)C(=O)[C@@](C)(O)[C@H](O)C1,1,0.762,0.59,276.3
43,1012,C1=NNCC1,3,855,785,70,0.5764,0.7616,91.0,345,325,20,0.6,94.2,372,339,33,0.65,91.13,138,121,17,0.479,87.68,CHEMBL457468,COC1CC(C2=CC=CC=C2)=NN1/C(C)=N\OC(=O)C1=CC=CO1,1,0.762,0.974,327.3,CHEMBL1099184,CSC1=CC=C(C2CC(C3=CC=C(Br)C=C3)=NN2C2=CC=CC=C2)C=C1,1,0.762,0.971,423.4,CHEMBL1771229,CC1=NN(C2=CC=CC=C2)C(Cl)=C1C1CC(C2C(=O)NC(=S)NC2=O)=NN1,1,0.762,0.851,402.9
