rank,fragment_id,fragment_smiles,pathogen_count,total_compounds,total_tp,total_tn,overall_avg_attribution,overall_max_attribution,avg_activity_rate_percent,SA_compounds,SA_tp,SA_tn,SA_avg_attr,SA_activity_pct,EC_compounds,EC_tp,EC_tn,EC_avg_attr,EC_activity_pct,CA_compounds,CA_tp,CA_tn,CA_avg_attr,CA_activity_pct,SA_example_id,SA_example_smiles,SA_example_target,SA_example_attr,SA_example_pred,SA_example_mw,EC_example_id,EC_example_smiles,EC_example_target,EC_example_attr,EC_example_pred,EC_example_mw,CA_example_id,CA_example_smiles,CA_example_target,CA_example_attr,CA_example_pred,CA_example_mw
1899,5023,C1=CC=C(CCC2NN=C(NC3=CC=CC=C3)S2)C=C1,3,11,11,0,0.5901,0.6788,100.0,4,4,0,0.601,100.0,4,4,0,0.574,100.0,3,3,0,0.595,100.0,CHEMBL1271697,CC(=O)N(C1=NN(C(C)=O)C2(S1)C1CCCC2C(C2=CC=CC=C2Cl)NC1C1=CC=CC=C1Cl)C1=CC=CC=C1,1,0.679,0.964,593.6,CHEMBL1269567,CCC(=O)N(C1=NN(C(=O)CC)C2(S1)C1CCCC2C(C2=CC=C(Cl)C=C2)N(C(C)=O)C1C1=CC=C(Cl)C=C1)C1=CC=CC=C1,1,0.611,0.968,663.7,CHEMBL1269017,CCC(=O)N(C1=NN(C(=O)CC)C2(S1)C1CCCC2C(C2=CC=CC=C2Cl)NC1C1=CC=CC=C1Cl)C1=CC=CC=C1,1,0.66,0.943,621.6
1900,89604,C1=CC=C(CCN2C=[N+](CC3=CC=CC=C3)C=N2)C=C1,3,11,11,0,0.5851,0.7616,100.0,3,3,0,0.762,100.0,5,5,0,0.531,100.0,3,3,0,0.463,100.0,CHEMBL1819150,OC(CN1C=[N+](CC2=CC=C(Cl)C(Cl)=C2)C=N1)(CN1C=[N+](CC2=CC=C(Cl)C(Cl)=C2)C=N1)C1=CC=C(F)C=C1F,1,0.762,0.646,626.3,CHEMBL1819152,OC(CN1C=[N+](CC2=CC=CC(Cl)=C2)C=N1)(CN1C=[N+](CC2=CC=CC(Cl)=C2)C=N1)C1=CC=C(F)C=C1F,1,0.67,0.501,557.4,CHEMBL4282255,O=[N+]([O-])C1=CC=C(COC(CN2C=[N+](CC3=CC=C([N+](=O)[O-])C=C3)C=N2)C2=CC=C(F)C=C2F)C=C1,1,0.642,0.609,496.5
1901,18754,C1=CC=C2C(OC3=NC=NC(N4CCNCC4)=N3)=CCOC2=C1,3,11,11,0,0.5682,0.7616,100.0,4,4,0,0.603,100.0,4,4,0,0.673,100.0,3,3,0,0.428,100.0,CHEMBL2237557,O=C1C=C(OC2=NC(NC3=CC=CC=C3)=NC(N3CCN(C4=NC=CC=N4)CC3)=N2)C2=CC=CC=C2O1,1,0.697,0.848,494.5,CHEMBL2237557,O=C1C=C(OC2=NC(NC3=CC=CC=C3)=NC(N3CCN(C4=NC=CC=N4)CC3)=N2)C2=CC=CC=C2O1,1,0.762,0.699,494.5,CHEMBL2237557,O=C1C=C(OC2=NC(NC3=CC=CC=C3)=NC(N3CCN(C4=NC=CC=N4)CC3)=N2)C2=CC=CC=C2O1,1,0.608,0.575,494.5
1902,129641,C(CSC1=NC2=CC=CC=C2O1)N/N=C/C1=CNN=C1,3,11,11,0,0.5674,0.7458,100.0,4,4,0,0.549,100.0,4,4,0,0.718,100.0,3,3,0,0.434,100.0,CHEMBL2331930,CSC1=CC=C(C2=NNC=C2/C=N/NC(=O)CSC2=NC3=CC=CC=C3O2)C=C1,1,0.709,0.815,423.5,CHEMBL2331931,O=C(CSC1=NC2=CC=CC=C2O1)N/N=C/C1=CNN=C1C1=C(Cl)SC(Cl)=C1,1,0.746,0.937,452.3,CHEMBL2331930,CSC1=CC=C(C2=NNC=C2/C=N/NC(=O)CSC2=NC3=CC=CC=C3O2)C=C1,1,0.631,0.827,423.5
1903,6969,C(NC1=CC=C(C2=CC=NC=N2)C=C1)C1=CC=CC=C1,3,11,11,0,0.5629,0.6466,100.0,3,3,0,0.573,100.0,3,3,0,0.496,100.0,5,5,0,0.619,100.0,CHEMBL2282537,NC1=NC(C2=CC=C(NC3=CC(=O)OC4=CC=CC=C34)C=C2)=CC(C2=CC=C(O)C=C2O)=N1,1,0.604,0.774,438.4,CHEMBL2282528,NC1=NC(C2=CC=C(NC3=CC(=O)OC4=CC=CC=C34)C=C2)=CC(C2=CC=C(Cl)C=C2Cl)=N1,1,0.551,0.74,475.3,CHEMBL2282532,NC1=NC(C2=CC=C(NC3=CC(=O)OC4=CC=CC=C34)C=C2)=CC(C2=CC=C([N+](=O)[O-])C=C2)=N1,1,0.647,0.919,451.4
1904,5009,C1=CC=C(CCC2(CCC3=CC=CC=C3)NN=C(NC3=CC=CC=C3)S2)C=C1,3,11,11,0,0.5564,0.6988,100.0,4,4,0,0.642,100.0,4,4,0,0.62,100.0,3,3,0,0.407,100.0,CHEMBL1269567,CCC(=O)N(C1=NN(C(=O)CC)C2(S1)C1CCCC2C(C2=CC=C(Cl)C=C2)N(C(C)=O)C1C1=CC=C(Cl)C=C1)C1=CC=CC=C1,1,0.683,0.786,663.7,CHEMBL1269566,CC(=O)N(C1=NN(C(C)=O)C2(S1)C1CCCC2C(C2=CC=C(Cl)C=C2)N(C(C)=O)C1C1=CC=C(Cl)C=C1)C1=CC=CC=C1,1,0.699,0.944,635.6,CHEMBL1269567,CCC(=O)N(C1=NN(C(=O)CC)C2(S1)C1CCCC2C(C2=CC=C(Cl)C=C2)N(C(C)=O)C1C1=CC=C(Cl)C=C1)C1=CC=CC=C1,1,0.561,0.912,663.7
1905,5010,C(NC1=CC=CC=C1)SC1CC(C2=CC=CC=C2)NC(C2=CC=CC=C2)C1,3,11,11,0,0.5557,0.6629,100.0,4,4,0,0.617,100.0,4,4,0,0.62,100.0,3,3,0,0.43,100.0,CHEMBL1269567,CCC(=O)N(C1=NN(C(=O)CC)C2(S1)C1CCCC2C(C2=CC=C(Cl)C=C2)N(C(C)=O)C1C1=CC=C(Cl)C=C1)C1=CC=CC=C1,1,0.663,0.786,663.7,CHEMBL1269566,CC(=O)N(C1=NN(C(C)=O)C2(S1)C1CCCC2C(C2=CC=C(Cl)C=C2)N(C(C)=O)C1C1=CC=C(Cl)C=C1)C1=CC=CC=C1,1,0.647,0.944,635.6,CHEMBL1269017,CCC(=O)N(C1=NN(C(=O)CC)C2(S1)C1CCCC2C(C2=CC=CC=C2Cl)NC1C1=CC=CC=C1Cl)C1=CC=CC=C1,1,0.514,0.943,621.6
1906,5018,C(NC1=CC=CC=C1)SC1CCCCC1CC1=CC=CC=C1,3,11,11,0,0.5524,0.6912,100.0,4,4,0,0.639,100.0,4,4,0,0.495,100.0,3,3,0,0.523,100.0,CHEMBL1269017,CCC(=O)N(C1=NN(C(=O)CC)C2(S1)C1CCCC2C(C2=CC=CC=C2Cl)NC1C1=CC=CC=C1Cl)C1=CC=CC=C1,1,0.691,0.78,621.6,CHEMBL1269567,CCC(=O)N(C1=NN(C(=O)CC)C2(S1)C1CCCC2C(C2=CC=C(Cl)C=C2)N(C(C)=O)C1C1=CC=C(Cl)C=C1)C1=CC=CC=C1,1,0.519,0.968,663.7,CHEMBL1269017,CCC(=O)N(C1=NN(C(=O)CC)C2(S1)C1CCCC2C(C2=CC=CC=C2Cl)NC1C1=CC=CC=C1Cl)C1=CC=CC=C1,1,0.606,0.943,621.6
1907,5005,C1=CC=C(CC2CCCC(CC3=CC=CC=C3)C23NN=C(NC2=CC=CC=C2)S3)C=C1,3,11,11,0,0.5521,0.718,100.0,4,4,0,0.651,100.0,4,4,0,0.636,100.0,3,3,0,0.369,100.0,CHEMBL1269567,CCC(=O)N(C1=NN(C(=O)CC)C2(S1)C1CCCC2C(C2=CC=C(Cl)C=C2)N(C(C)=O)C1C1=CC=C(Cl)C=C1)C1=CC=CC=C1,1,0.718,0.786,663.7,CHEMBL1269566,CC(=O)N(C1=NN(C(C)=O)C2(S1)C1CCCC2C(C2=CC=C(Cl)C=C2)N(C(C)=O)C1C1=CC=C(Cl)C=C1)C1=CC=CC=C1,1,0.705,0.944,635.6,CHEMBL1269567,CCC(=O)N(C1=NN(C(=O)CC)C2(S1)C1CCCC2C(C2=CC=C(Cl)C=C2)N(C(C)=O)C1C1=CC=C(Cl)C=C1)C1=CC=CC=C1,1,0.52,0.912,663.7
1908,5006,C(NC1=CC=CC=C1)SC1C2CCCC1C(C1=CC=CC=C1)NC2C1=CC=CC=C1,3,11,11,0,0.5499,0.6771,100.0,4,4,0,0.645,100.0,4,4,0,0.625,100.0,3,3,0,0.38,100.0,CHEMBL1269567,CCC(=O)N(C1=NN(C(=O)CC)C2(S1)C1CCCC2C(C2=CC=C(Cl)C=C2)N(C(C)=O)C1C1=CC=C(Cl)C=C1)C1=CC=CC=C1,1,0.677,0.786,663.7,CHEMBL1269566,CC(=O)N(C1=NN(C(C)=O)C2(S1)C1CCCC2C(C2=CC=C(Cl)C=C2)N(C(C)=O)C1C1=CC=C(Cl)C=C1)C1=CC=CC=C1,1,0.65,0.944,635.6,CHEMBL1269017,CCC(=O)N(C1=NN(C(=O)CC)C2(S1)C1CCCC2C(C2=CC=CC=C2Cl)NC1C1=CC=CC=C1Cl)C1=CC=CC=C1,1,0.502,0.943,621.6
1909,5011,C(NC1=CC=CC=C1)SCCC(C1=CC=CC=C1)NCC1=CC=CC=C1,3,11,11,0,0.5479,0.6723,100.0,4,4,0,0.637,100.0,4,4,0,0.643,100.0,3,3,0,0.363,100.0,CHEMBL1269567,CCC(=O)N(C1=NN(C(=O)CC)C2(S1)C1CCCC2C(C2=CC=C(Cl)C=C2)N(C(C)=O)C1C1=CC=C(Cl)C=C1)C1=CC=CC=C1,1,0.661,0.786,663.7,CHEMBL1269566,CC(=O)N(C1=NN(C(C)=O)C2(S1)C1CCCC2C(C2=CC=C(Cl)C=C2)N(C(C)=O)C1C1=CC=C(Cl)C=C1)C1=CC=CC=C1,1,0.672,0.944,635.6,CHEMBL1269017,CCC(=O)N(C1=NN(C(=O)CC)C2(S1)C1CCCC2C(C2=CC=CC=C2Cl)NC1C1=CC=CC=C1Cl)C1=CC=CC=C1,1,0.469,0.943,621.6
1910,54191,C1=CC=C(NC2=NC(N3CCNCC3)=NC(OC3=CC=C4C=CCOC4=C3)=N2)C=C1,3,11,11,0,0.5466,0.7066,100.0,4,4,0,0.6,100.0,4,4,0,0.61,100.0,3,3,0,0.43,100.0,CHEMBL2237567,CC1=CC(=O)OC2=CC(OC3=NC(NC4=CC=CC=C4)=NC(N4CCN(C5=CC=CC=N5)CC4)=N3)=CC=C12,1,0.664,0.87,507.6,CHEMBL2237568,CC1=CC(=O)OC2=CC(OC3=NC(NC4=CC=CC=C4)=NC(N4CCN(C5=NC=CC=N5)CC4)=N3)=CC=C12,1,0.707,0.68,508.5,CHEMBL2237568,CC1=CC(=O)OC2=CC(OC3=NC(NC4=CC=CC=C4)=NC(N4CCN(C5=NC=CC=N5)CC4)=N3)=CC=C12,1,0.591,0.712,508.5
1911,90359,C1C=CC(=NC2=CC=CC=C2)C1C1=CC=CC=C1,3,11,11,0,0.5356,0.7035,100.0,4,4,0,0.432,100.0,4,4,0,0.666,100.0,3,3,0,0.509,100.0,CHEMBL2035172,O=C1C2=CC=CC=C2C2=NC3=CC=C(Br)C=C3SC12C1=CC=CC=C1,1,0.446,0.971,406.3,CHEMBL2035261,O=C1C2=CC=CC=C2C2=NC3=CC=C(Br)C=C3SC12C1=CC=C(Cl)C=C1,1,0.703,0.982,440.7,CHEMBL2035169,O=C1C2=CC=CC=C2C2=NC3=CC=CC=C3SC12C1=CC=CC=C1,1,0.599,0.989,327.4
1912,50618,C(COC1=CC=CC=C1)C1=CC=C2C=CC=CC2=C1,3,11,11,0,0.5221,0.6324,100.0,4,4,0,0.598,100.0,3,3,0,0.441,100.0,4,4,0,0.527,100.0,CHEMBL3088293,CCOC(=O)C1=CC(O)=C(OCC2=CC(=O)OC3=C2C=CC2=CC=CC=C23)C(O)=C1,1,0.632,0.967,406.4,CHEMBL2234672,CC(=O)NC1=CC=CC(OCC2=CC(=O)OC3=C2C=CC2=CC=CC=C23)=C1,1,0.475,0.84,359.4,CHEMBL2234672,CC(=O)NC1=CC=CC(OCC2=CC(=O)OC3=C2C=CC2=CC=CC=C23)=C1,1,0.552,0.971,359.4
1913,5027,C(NC1=CC=CC=C1)SCCCC1=CC=CC=C1,3,11,11,0,0.5103,0.6573,100.0,4,4,0,0.605,100.0,4,4,0,0.478,100.0,3,3,0,0.448,100.0,CHEMBL1271697,CC(=O)N(C1=NN(C(C)=O)C2(S1)C1CCCC2C(C2=CC=CC=C2Cl)NC1C1=CC=CC=C1Cl)C1=CC=CC=C1,1,0.657,0.964,593.6,CHEMBL1269567,CCC(=O)N(C1=NN(C(=O)CC)C2(S1)C1CCCC2C(C2=CC=C(Cl)C=C2)N(C(C)=O)C1C1=CC=C(Cl)C=C1)C1=CC=CC=C1,1,0.492,0.968,663.7,CHEMBL1269017,CCC(=O)N(C1=NN(C(=O)CC)C2(S1)C1CCCC2C(C2=CC=CC=C2Cl)NC1C1=CC=CC=C1Cl)C1=CC=CC=C1,1,0.553,0.943,621.6
1914,18742,C1=CC=C(NC2=NC(N3CCNCC3)=NC(OC3=CCOC4=CC=CC=C34)=N2)C=C1,3,11,11,0,0.5079,0.7049,100.0,4,4,0,0.596,100.0,4,4,0,0.592,100.0,3,3,0,0.336,100.0,CHEMBL2237556,O=C1C=C(OC2=NC(NC3=CC=CC=C3)=NC(N3CCN(C4=CC=CC=N4)CC3)=N2)C2=CC=CC=C2O1,1,0.651,0.851,493.5,CHEMBL2237557,O=C1C=C(OC2=NC(NC3=CC=CC=C3)=NC(N3CCN(C4=NC=CC=N4)CC3)=N2)C2=CC=CC=C2O1,1,0.705,0.699,494.5,CHEMBL2237557,O=C1C=C(OC2=NC(NC3=CC=CC=C3)=NC(N3CCN(C4=NC=CC=N4)CC3)=N2)C2=CC=CC=C2O1,1,0.536,0.575,494.5
1915,90360,C1C2=CC=CC=C2C(=NC2=CC=CC=C2)C1C1=CC=CC=C1,3,11,11,0,0.5045,0.6801,100.0,4,4,0,0.423,100.0,4,4,0,0.639,100.0,3,3,0,0.451,100.0,CHEMBL2035172,O=C1C2=CC=CC=C2C2=NC3=CC=C(Br)C=C3SC12C1=CC=CC=C1,1,0.441,0.971,406.3,CHEMBL2035261,O=C1C2=CC=CC=C2C2=NC3=CC=C(Br)C=C3SC12C1=CC=C(Cl)C=C1,1,0.68,0.982,440.7,CHEMBL2035169,O=C1C2=CC=CC=C2C2=NC3=CC=CC=C3SC12C1=CC=CC=C1,1,0.541,0.989,327.4
1916,65253,C(COC1=CC=CC=C1)C1=C2C=CC=CC2=CC=C1,3,11,11,0,0.5041,0.6278,100.0,4,4,0,0.582,100.0,3,3,0,0.403,100.0,4,4,0,0.527,100.0,CHEMBL3088312,CCOC(=O)C1=CC(O)=C(OCC2=CC(=O)OC3=CC=C4C=CC=CC4=C23)C(O)=C1,1,0.628,0.956,406.4,CHEMBL2234671,CC(=O)NC1=CC=CC(OCC2=CC(=O)OC3=CC=C4C=CC=CC4=C23)=C1,1,0.445,0.762,359.4,CHEMBL2234671,CC(=O)NC1=CC=CC(OCC2=CC(=O)OC3=CC=C4C=CC=CC4=C23)=C1,1,0.55,0.96,359.4
1917,6974,C(NC1=CC=C(C2=CC(C3=CC=CC=C3)=NC=N2)C=C1)C1=CC=CC=C1,3,11,11,0,0.5006,0.6519,100.0,3,3,0,0.522,100.0,3,3,0,0.398,100.0,5,5,0,0.581,100.0,CHEMBL2282537,NC1=NC(C2=CC=C(NC3=CC(=O)OC4=CC=CC=C34)C=C2)=CC(C2=CC=C(O)C=C2O)=N1,1,0.585,0.774,438.4,CHEMBL2282533,NC1=NC(C2=CC=C(NC3=CC(=O)OC4=CC=CC=C34)C=C2)=CC(C2=CC=CC=C2O)=N1,1,0.45,0.74,422.4,CHEMBL2282537,NC1=NC(C2=CC=C(NC3=CC(=O)OC4=CC=CC=C34)C=C2)=CC(C2=CC=C(O)C=C2O)=N1,1,0.652,0.902,438.4
1918,1773,C(CN1C=CN=C1)NCC1=CC=CC=C1,3,11,11,0,0.4506,0.7405,100.0,3,3,0,0.242,100.0,5,5,0,0.692,100.0,3,3,0,0.418,100.0,CHEMBL1773477,CCC1C(=O)CC(C2=CC=C(F)C=C2)N(C(=O)CN2C=NC3=CC=CC=C32)C1C1=CC=C(F)C=C1,1,0.282,0.906,473.5,CHEMBL1773472,CC1C(=O)C(C)C(C2=CC=CC=C2)N(C(=O)CN2C=CN=C2)C1C1=CC=CC=C1,1,0.74,0.572,387.5,CHEMBL1773474,COC1=CC=C(C2C(C)C(=O)C(C)C(C3=CC=C(OC)C=C3)N2C(=O)CN2C=CN=C2)C=C1,1,0.493,0.732,447.5
1919,170041,C1=[N+]C=CC(OC2=CC=C(C3=CC=C(OC4=CC=[N+]C=C4)C=C3)C=C2)=C1,3,10,10,0,0.7616,0.7616,100.0,3,3,0,0.762,100.0,4,4,0,0.762,100.0,3,3,0,0.762,100.0,CS000019604,CCCCCCCCCC[n+]1ccc(Oc2ccc(-c3ccc(Oc4cc[n+](CCCCCCCCCC)cc4)cc3)cc2)cc1,1,0.762,0.994,622.9,CS000090136,CCCCCCCCCCCC[n+]1ccc(Oc2ccc(-c3ccc(Oc4cc[n+](CCCCCCCCCCCC)cc4)cc3)cc2)cc1,1,0.762,0.936,679.0,CS000090136,CCCCCCCCCCCC[n+]1ccc(Oc2ccc(-c3ccc(Oc4cc[n+](CCCCCCCCCCCC)cc4)cc3)cc2)cc1,1,0.762,0.989,679.0
1920,96733,C(NCCN1C=CSC=C1)C1=CC=CC=C1,3,10,10,0,0.7263,0.7616,100.0,3,3,0,0.726,100.0,3,3,0,0.761,100.0,4,4,0,0.692,100.0,CHEMBL576180,O=C1C2=CC=CC=C2C(=O)N1CC(=O)N1C2=CC=CC=C2SC2=CC=CC=C21,1,0.762,0.722,386.4,CHEMBL576180,O=C1C2=CC=CC=C2C(=O)N1CC(=O)N1C2=CC=CC=C2SC2=CC=CC=C21,1,0.762,0.937,386.4,CHEMBL575690,O=C1C2=CC=CC=C2C(=O)N1CC(=O)N1C2=CC=CC=C2SC2=CC=C(C(F)(F)F)C=C21,1,0.706,0.938,454.4
1921,96734,C(CN1CC2=CC=CC=C2C1)N1C=CSC=C1,3,10,10,0,0.7164,0.7526,100.0,3,3,0,0.714,100.0,3,3,0,0.727,100.0,4,4,0,0.708,100.0,CHEMBL576180,O=C1C2=CC=CC=C2C(=O)N1CC(=O)N1C2=CC=CC=C2SC2=CC=CC=C21,1,0.753,0.722,386.4,CHEMBL573733,CC(=O)C1=CC=C2SC3=CC=CC=C3N(C(=O)CN3C(=O)C4=CC=CC=C4C3=O)C2=C1,1,0.735,0.944,428.5,CHEMBL575690,O=C1C2=CC=CC=C2C(=O)N1CC(=O)N1C2=CC=CC=C2SC2=CC=C(C(F)(F)F)C=C21,1,0.723,0.938,454.4
1922,96735,C(NCCN1C=CSC2=CC=CC=C21)C1=CC=CC=C1,3,10,10,0,0.6975,0.754,100.0,3,3,0,0.75,100.0,3,3,0,0.732,100.0,4,4,0,0.611,100.0,CHEMBL573733,CC(=O)C1=CC=C2SC3=CC=CC=C3N(C(=O)CN3C(=O)C4=CC=CC=C4C3=O)C2=C1,1,0.754,0.736,428.5,CHEMBL575684,O=C1C2=CC=CC=C2C(=O)N1CC(=O)N1C2=CC=CC=C2SC2=CC=C(Cl)C=C21,1,0.739,0.932,420.9,CHEMBL575690,O=C1C2=CC=CC=C2C(=O)N1CC(=O)N1C2=CC=CC=C2SC2=CC=C(C(F)(F)F)C=C21,1,0.645,0.938,454.4
1923,96737,C1C2=CC=CC=C2CN1CCN1C=CSC2=CC=CC=C21,3,10,10,0,0.6906,0.7464,100.0,3,3,0,0.737,100.0,3,3,0,0.689,100.0,4,4,0,0.646,100.0,CHEMBL573733,CC(=O)C1=CC=C2SC3=CC=CC=C3N(C(=O)CN3C(=O)C4=CC=CC=C4C3=O)C2=C1,1,0.746,0.736,428.5,CHEMBL575684,O=C1C2=CC=CC=C2C(=O)N1CC(=O)N1C2=CC=CC=C2SC2=CC=C(Cl)C=C21,1,0.697,0.932,420.9,CHEMBL575690,O=C1C2=CC=CC=C2C(=O)N1CC(=O)N1C2=CC=CC=C2SC2=CC=C(C(F)(F)F)C=C21,1,0.676,0.938,454.4
1924,5069,C1=CNC(C2=NN=C(C3=CC=NC=C3)O2)=C1,3,10,10,0,0.6831,0.7616,100.0,4,4,0,0.707,100.0,3,3,0,0.689,100.0,3,3,0,0.653,100.0,CHEMBL5278123,CN1C(C2=NN=C(C3=CC=NC=C3)O2)=CC(Br)=C1Br,1,0.737,0.973,384.0,CHEMBL3085987,CN1C=C([N+](=O)[O-])C=C1C1=NN=C(C2=CC(C3=CC=CC=C3)=NC3=CC=C(Cl)C=C23)O1,1,0.762,0.958,431.8,CHEMBL2151453,BrC1=C(Br)NC(C2=NN=C(C3=CC=NC=C3)O2)=C1,1,0.739,0.989,370.0
1925,96740,C1C2=CC=CC=C2CN1CCN1C2=CC=CC=C2SC2=CC=CC=C21,3,10,10,0,0.6436,0.7252,100.0,3,3,0,0.719,100.0,3,3,0,0.65,100.0,4,4,0,0.561,100.0,CHEMBL573733,CC(=O)C1=CC=C2SC3=CC=CC=C3N(C(=O)CN3C(=O)C4=CC=CC=C4C3=O)C2=C1,1,0.725,0.736,428.5,CHEMBL576180,O=C1C2=CC=CC=C2C(=O)N1CC(=O)N1C2=CC=CC=C2SC2=CC=CC=C21,1,0.666,0.937,386.4,CHEMBL573733,CC(=O)C1=CC=C2SC3=CC=CC=C3N(C(=O)CN3C(=O)C4=CC=CC=C4C3=O)C2=C1,1,0.624,0.925,428.5
1926,96739,C(NCCN1C2=CC=CC=C2SC2=CC=CC=C21)C1=CC=CC=C1,3,10,10,0,0.6427,0.7382,100.0,3,3,0,0.734,100.0,3,3,0,0.689,100.0,4,4,0,0.505,100.0,CHEMBL575684,O=C1C2=CC=CC=C2C(=O)N1CC(=O)N1C2=CC=CC=C2SC2=CC=C(Cl)C=C21,1,0.738,0.853,420.9,CHEMBL576180,O=C1C2=CC=CC=C2C(=O)N1CC(=O)N1C2=CC=CC=C2SC2=CC=CC=C21,1,0.704,0.937,386.4,CHEMBL573733,CC(=O)C1=CC=C2SC3=CC=CC=C3N(C(=O)CN3C(=O)C4=CC=CC=C4C3=O)C2=C1,1,0.572,0.925,428.5
1927,125670,C1CCOC(C2=CC=CC=C2)C1,3,12,10,2,0.6367,0.7563,86.67,3,3,0,0.635,100.0,4,4,0,0.747,100.0,5,3,2,0.529,60.0,CHEMBL559706,COC1=CC=C(C2OC(C3=CC=C(OC)C=C3)C(C)C(=NOCC3=CC=CC=C3)C2C)C=C1,1,0.66,0.913,445.6,CHEMBL561153,CC1=CC=C(C2OC(C3=CC=C(C)C=C3)C(C)C(=NOCC3=CC=CC=C3)C2C)C=C1,1,0.756,0.869,413.6,CHEMBL561153,CC1=CC=C(C2OC(C3=CC=C(C)C=C3)C(C)C(=NOCC3=CC=CC=C3)C2C)C=C1,1,0.741,0.911,413.6
1928,21538,C(=N/C1=CNN(C2=CC=CC=C2)C1)\C1=CC=CO1,3,10,10,0,0.6133,0.7412,100.0,4,4,0,0.604,100.0,3,3,0,0.735,100.0,3,3,0,0.501,100.0,CHEMBL5268923,CC1=C(/N=C/C2=CC=CO2)/C(=N\C2=CC=CC=C2)N(C2=CC=CC=C2)N1C,1,0.677,0.883,356.4,CHEMBL5268923,CC1=C(/N=C/C2=CC=CO2)/C(=N\C2=CC=CC=C2)N(C2=CC=CC=C2)N1C,1,0.741,0.954,356.4,CHEMBL5276232,CC1=C(/N=C/C2=CC=CO2)/C(=N\C2=CC=C([N+](=O)[O-])C=C2)N(C2=CC=CC=C2)N1C,1,0.55,0.748,401.4
1929,125672,C1CC(C2=CC=CC=C2)OC(C2=CC=CC=C2)C1,3,12,10,2,0.6104,0.7616,86.67,3,3,0,0.598,100.0,4,4,0,0.737,100.0,5,3,2,0.496,60.0,CHEMBL561153,CC1=CC=C(C2OC(C3=CC=C(C)C=C3)C(C)C(=NOCC3=CC=CC=C3)C2C)C=C1,1,0.616,0.906,413.6,CHEMBL561153,CC1=CC=C(C2OC(C3=CC=C(C)C=C3)C(C)C(=NOCC3=CC=CC=C3)C2C)C=C1,1,0.762,0.869,413.6,CHEMBL561153,CC1=CC=C(C2OC(C3=CC=C(C)C=C3)C(C)C(=NOCC3=CC=CC=C3)C2C)C=C1,1,0.726,0.911,413.6
1930,25432,C1=CC=C2OC=C(OCC3=NN=NN3)CC2=C1,3,10,10,0,0.6088,0.7616,100.0,3,3,0,0.762,100.0,3,3,0,0.645,100.0,4,4,0,0.42,100.0,CHEMBL4460849,CC1=CC=C2C(=O)C(OCC3=NN=NN3)=C(C3=CC=C(F)C=C3)OC2=C1,1,0.762,0.902,352.3,CHEMBL4449270,O=C1C(OCC2=NN=NN2)=C(C2=CC=C(F)C=C2)OC2=CC(Cl)=CC=C12,1,0.666,0.816,372.7,CHEMBL4436606,O=C1C(OCC2=NN=NN2)=C(C2=CC=C(F)C=C2)OC2=CC=CC=C12,1,0.535,0.962,338.3
1931,6453,C1N/C(=N\C2=NC=CS2)S/C1=C\CC1=CC=CC=C1,3,10,10,0,0.608,0.7384,100.0,4,4,0,0.566,100.0,3,3,0,0.617,100.0,3,3,0,0.641,100.0,CHEMBL4531549,CCOC(=O)C1=C(C)N=C(/N=C2\NC(=O)/C(=C/C3=CNC4=CC=CC=C34)S2)S1,1,0.68,0.819,412.5,CHEMBL4532787,CC(=O)C1=C(C)N=C(/N=C2\NC(=O)/C(=C/C3=CN(CC4=CC=CC=C4)C4=CC=CC=C34)S2)S1,1,0.639,0.736,472.6,CHEMBL4532787,CC(=O)C1=C(C)N=C(/N=C2\NC(=O)/C(=C/C3=CN(CC4=CC=CC=C4)C4=CC=CC=C34)S2)S1,1,0.738,0.674,472.6
1932,25433,C1=CC=C(C2=C(OCC3=NN=NN3)CC3=CC=CC=C3O2)C=C1,3,10,10,0,0.5975,0.7119,100.0,3,3,0,0.701,100.0,3,3,0,0.686,100.0,4,4,0,0.405,100.0,CHEMBL4460849,CC1=CC=C2C(=O)C(OCC3=NN=NN3)=C(C3=CC=C(F)C=C3)OC2=C1,1,0.711,0.902,352.3,CHEMBL4449270,O=C1C(OCC2=NN=NN2)=C(C2=CC=C(F)C=C2)OC2=CC(Cl)=CC=C12,1,0.712,0.816,372.7,CHEMBL4436606,O=C1C(OCC2=NN=NN2)=C(C2=CC=C(F)C=C2)OC2=CC=CC=C12,1,0.521,0.962,338.3
1933,6450,C(=C\S\C=N\C1=NC=CS1)\CC1=CC=CC=C1,3,10,10,0,0.5931,0.7616,100.0,4,4,0,0.524,100.0,3,3,0,0.566,100.0,3,3,0,0.689,100.0,CHEMBL4531549,CCOC(=O)C1=C(C)N=C(/N=C2\NC(=O)/C(=C/C3=CNC4=CC=CC=C34)S2)S1,1,0.644,0.819,412.5,CHEMBL4530109,CC(=O)C1=C(C)N=C(/N=C2\NC(=O)/C(=C/C3=CNC4=CC=CC=C34)S2)S1,1,0.589,0.728,382.5,CHEMBL4532787,CC(=O)C1=C(C)N=C(/N=C2\NC(=O)/C(=C/C3=CN(CC4=CC=CC=C4)C4=CC=CC=C34)S2)S1,1,0.762,0.674,472.6
